V1	V2
X4_57_35	0.397740689051233	0.757397134642101
X4_55_37	0.47141772294178	0.69527277909993
X4_55_41	0.622441230672692	0.692325500694544
X4_59_33	0.324063655160671	0.819521490184268
X4_58_34	0.360902172105952	0.788459312413185
X4_35_35	0.37755876932728	0.0902392549078677
X4_60_48	0.891319169139067	0.838794554333809
X4_65_45	0.782638338278147	0.992631803986537
X4_63_49	0.93182712603415	0.929033809241673
X4_63_45	0.780803618303239	0.93198108764706
X4_65_43	0.707126584412691	0.99410544318923
X4_42_26	0.0441773968448871	0.309148138508153
X4_53_33	0.318559495235959	0.63756934116584
X4_59_37	0.475087162891597	0.816574211778882
X4_35_39	0.528582277058206	0.0872919765024847
X4_56_46	0.812137975323807	0.718966760857548
X4_58_36	0.436413925971408	0.786985673210488
X4_34_30	0.187862024676193	0.0635979947448604
X4_58_42	0.66294918756779	0.782564755602412
X4_60_36	0.438248645946317	0.847636389549965
X4_46_32	0.274382098391072	0.426028653579024
X4_62_40	0.591106873652137	0.905339827484053
X4_55_35	0.395905969076324	0.696746418302624
X4_44_40	0.574594393878016	0.359483380428777
X4_56_42	0.661114467592881	0.721914039262934
X4_60_38	0.513760399811773	0.846162750347272
X4_54_34	0.357232732156135	0.667157879734233
X4_37_29	0.152858227705821	0.155310888855425
X4_61_43	0.703457144462874	0.872804010510276
X4_39_41	0.607763470873465	0.207119769978739
X4_57_47	0.850811212243968	0.748555299425941
X4_54_42	0.659279747617987	0.661263322923457
X4_40_26	0.0423426768699784	0.248497422168676
X4_63_41	0.629780110572327	0.934928366052446
X4_62_38	0.515595119786681	0.906813466686749
X4_63_33	0.327733095110474	0.940822922863216
X4_60_44	0.74029566140814	0.841741832739192
X4_64_40	0.592941593627046	0.96599054382353
X4_53_41	0.620606510697797	0.63167478435507
X4_60_40	0.589272153677229	0.844689111144579
X4_64_36	0.44191808589612	0.968937822228916
X4_58_46	0.813972695298702	0.779617477197021
X4_56_36	0.434579205996499	0.726334956871014
X4_63_47	0.856315372168694	0.930507448444367
X4_54_36	0.432744486021605	0.665684240531537
X4_54_40	0.583767993752531	0.662736962126154
X4_47_43	0.690614104638541	0.448248996133948
X4_63_37	0.478756602841386	0.937875644457833
X4_62_42	0.666618627517593	0.903866188281363
X4_64_32	0.290894578165208	0.971885100634303
X4_45_35	0.386732369201809	0.393492836605244
X4_61_41	0.627945390597418	0.874277649712973
X4_57_37	0.473252442916689	0.755923495439404
X4_60_42	0.664783907542684	0.843215471941889
X4_57_45	0.775299458378512	0.750028938628635
X4_57_41	0.624275950647601	0.752976217034021
X4_52_30	0.204374504450314	0.609454441800143
X4_41_43	0.68510994471383	0.266296847115523
X4_65_47	0.858150092143603	0.99115816478384
X4_59_45	0.777134178353421	0.810679654968109
X4_63_39	0.554268356706842	0.93640200525514
X4_42_36	0.421736166172195	0.301779942494687
X4_51_29	0.165701267530139	0.579865903231752
X4_54_46	0.810303255348899	0.658316044518074
X4_61_39	0.552433636731962	0.875751288915666
X4_59_43	0.701622424487965	0.812153294170802
X4_58_38	0.511925679836864	0.785512034007798
