V1	V2
X1_34_42	0.468749999999974	0.542857142857128
X1_44_50	0.718749999999952	0.828571428571429
X1_24_40	0.406250000000009	0.257142857142849
X1_45_43	0.499999999999933	0.857142857142831
X1_31_53	0.81250000000001	0.457142857142886
X1_17_41	0.437500000000039	0.0571428571428617
X1_41_39	0.374999999999939	0.742857142857108
X1_42_54	0.843749999999969	0.77142857142859
X1_34_46	0.593749999999983	0.542857142857143
X1_38_46	0.593749999999967	0.657142857142851
X1_45_37	0.312499999999919	0.857142857142809
X1_48_38	0.343749999999909	0.942857142857095
X1_39_37	0.312499999999943	0.685714285714246
X1_37_53	0.812499999999987	0.62857142857145
X1_26_48	0.656250000000019	0.314285714285732
X1_44_38	0.343749999999925	0.828571428571386
X1_46_40	0.406249999999922	0.885714285714248
X1_42_44	0.531249999999947	0.771428571428553
X1_22_46	0.593750000000031	0.200000000000016
X1_43_37	0.312499999999927	0.799999999999955
X1_40_46	0.593749999999959	0.714285714285706
X1_28_30	0.093749999999971	0.371428571428521
X1_47_45	0.562499999999929	0.914285714285693
X1_36_44	0.531249999999971	0.59999999999999
X1_37_45	0.562499999999969	0.628571428571421
X1_43_51	0.749999999999958	0.800000000000006
X1_18_34	0.21875000000002	0.0857142857142636
X1_41_41	0.437499999999944	0.742857142857115
X1_22_36	0.281250000000008	0.19999999999998
X1_36_48	0.656249999999979	0.600000000000004
X1_23_43	0.50000000000002	0.228571428571432
X1_42_42	0.468749999999942	0.771428571428546
X1_39_49	0.68749999999997	0.68571428571429
X1_42_38	0.343749999999933	0.771428571428531
X1_40_40	0.406249999999946	0.714285714285684
X1_27_35	0.249999999999986	0.342857142857112
X1_41_51	0.749999999999966	0.742857142857151
X1_18_44	0.531250000000042	0.0857142857142998
X1_44_42	0.468749999999934	0.8285714285714
X1_20_44	0.531250000000034	0.142857142857154
X1_38_38	0.343749999999949	0.657142857142823
X1_46_42	0.468749999999926	0.885714285714255
X1_46_38	0.343749999999917	0.88571428571424
X1_36_50	0.718749999999984	0.600000000000012
X1_47_39	0.374999999999916	0.914285714285671
X1_18_28	0.0312500000000063	0.0857142857142417
X1_44_48	0.656249999999948	0.828571428571422
X1_27_49	0.687500000000017	0.342857142857163
X1_17_29	0.0625000000000125	0.0571428571428182
X1_48_42	0.468749999999918	0.942857142857109
X1_38_50	0.718749999999976	0.657142857142866
X1_41_35	0.24999999999993	0.742857142857093
X1_21_31	0.125000000000001	0.171428571428534
X1_26_32	0.156249999999983	0.314285714285674
X1_18_42	0.468750000000038	0.0857142857142926
X1_24_42	0.468750000000014	0.257142857142856
X1_32_30	0.0937499999999551	0.48571428571423
X1_40_54	0.843749999999977	0.714285714285735
X1_38_58	0.968749999999994	0.657142857142895
X1_42_48	0.656249999999956	0.771428571428568
X1_18_38	0.343750000000029	0.085714285714278
X1_50_38	0.343749999999901	0.999999999999949
X1_44_46	0.593749999999943	0.828571428571415
X1_21_41	0.437500000000023	0.171428571428571
X1_28_36	0.281249999999984	0.371428571428543
X1_46_44	0.531249999999931	0.885714285714262
X1_22_44	0.531250000000026	0.200000000000009
X1_38_40	0.406249999999954	0.65714285714283
X1_49_39	0.374999999999908	0.971428571428526
X1_43_45	0.562499999999945	0.799999999999984
X1_45_45	0.562499999999937	0.857142857142839
X1_24_46	0.593750000000023	0.25714285714287
X1_39_51	0.749999999999974	0.685714285714297
X1_44_36	0.281249999999921	0.828571428571379
X1_21_29	0.0624999999999967	0.171428571428527
X1_42_50	0.71874999999996	0.771428571428575
X1_39_39	0.374999999999947	0.685714285714253
X1_22_32	0.156249999999999	0.199999999999965
X1_32_34	0.218749999999964	0.485714285714245
X1_37_43	0.499999999999964	0.628571428571413
X1_36_46	0.593749999999975	0.599999999999997
X1_47_43	0.499999999999925	0.914285714285686
X1_42_46	0.593749999999951	0.77142857142856
X1_26_30	0.093749999999979	0.314285714285667
X1_15_41	0.437500000000047	7.27196081129478e-15
X1_44_40	0.40624999999993	0.828571428571393
X1_17_31	0.125000000000017	0.0571428571428254
X1_47_37	0.312499999999911	0.914285714285664
X1_37_51	0.749999999999982	0.628571428571442
X1_39_47	0.624999999999965	0.685714285714282
X1_30_42	0.46874999999999	0.428571428571419
X1_37_49	0.687499999999978	0.628571428571435
X1_46_36	0.281249999999913	0.885714285714233
X1_45_39	0.374999999999924	0.857142857142817
X1_43_47	0.624999999999949	0.799999999999991
X1_41_47	0.624999999999957	0.742857142857137
X1_32_32	0.15624999999996	0.485714285714237
X1_40_42	0.46874999999995	0.714285714285691
X1_48_48	0.656249999999932	0.942857142857131
X1_40_44	0.531249999999955	0.714285714285699
X1_38_42	0.468749999999958	0.657142857142837
X1_38_48	0.656249999999971	0.657142857142859
X1_49_37	0.312499999999903	0.971428571428518
X1_21_45	0.562500000000032	0.171428571428585
