"","infiltrate"
"X3_8_17","Inf1"
"X3_22_14","Inf10"
"X3_22_15","Inf10"
"X3_21_17","Inf11"
"X3_23_18","Inf12"
"X3_23_19","Inf12"
"X3_25_14","Inf13"
"X3_28_14","Inf14"
"X3_29_14","Inf14"
"X3_28_15","Inf14"
"X3_29_15","Inf14"
"X3_28_11","Inf15"
"X3_27_17","Inf16"
"X3_27_18","Inf16"
"X3_10_16","Inf2"
"X3_16_14","Inf3"
"X3_11_9","Inf4"
"X3_17_6","Inf5"
"X3_16_6","Inf5"
"X3_16_7","Inf5"
"X3_15_7","Inf5"
"X3_17_8","Inf6"
"X3_17_4","Inf7"
"X3_21_6","Inf8"
"X3_20_6","Inf8"
"X3_23_6","Inf9"
