"","infiltrate"
"X2_8_23","Inf1"
"X2_9_24","Inf1"
"X2_8_24","Inf1"
"X2_26_23","Inf10"
"X2_27_23","Inf10"
"X2_26_18","Inf11"
"X2_26_19","Inf11"
"X2_26_15","Inf12"
"X2_22_10","Inf13"
"X2_11_22","Inf2"
"X2_11_26","Inf3"
"X2_10_26","Inf3"
"X2_17_27","Inf4"
"X2_12_17","Inf5"
"X2_18_17","Inf6"
"X2_20_25","Inf7"
"X2_19_26","Inf7"
"X2_23_22","Inf8"
"X2_24_25","Inf9"
