image	x_y	x	y	value
RA1_1	11_13	11	13	Infiltrate;Synovial stroma
RA1_1	17_25	17	25	Infiltrate
RA1_1	4_20	4	20	Infiltrate
RA1_1	16_28	16	28	Infiltrate
RA1_1	17_28	17	28	Infiltrate;Synovial stroma
RA1_1	17_21	17	21	Collagenous/Adipose tissue;Synovial stroma
RA1_1	15_27	15	27	Infiltrate
RA1_1	21_17	21	17	Collagenous/Adipose tissue;Synovial stroma
RA1_1	14_23	14	23	Synovial stroma
RA1_1	11_15	11	15	Synovial stroma
RA1_1	19_11	19	11	Synovial stroma
RA1_1	9_14	9	14	Synovial stroma
RA1_1	11_26	11	26	Synovial stroma
RA1_1	5_23	5	23	Synovial stroma
RA1_1	19_13	19	13	Collagenous/Adipose tissue;Synovial stroma
RA1_1	11_23	11	23	Synovial stroma
RA1_1	7_24	7	24	Collagenous/Adipose tissue;Synovial stroma
RA1_1	7_10	7	10	Synovial stroma
RA1_1	12_24	12	24	Infiltrate;Synovial stroma
RA1_1	16_19	16	19	Collagenous/Adipose tissue;Synovial stroma
RA1_1	19_25	19	25	Synovial stroma
RA1_1	11_21	11	21	Synovial stroma
RA1_1	11_18	11	18	Synovial stroma
RA1_1	23_16	23	16	Synovial stroma
RA1_1	4_19	4	19	Infiltrate
RA1_1	11_25	11	25	Infiltrate;Synovial stroma
RA1_1	9_15	9	15	Synovial stroma
RA1_1	13_18	13	18	Synovial stroma
RA1_1	14_16	14	16	Collagenous/Adipose tissue;Synovial stroma
RA1_1	22_21	22	21	Synovial stroma
RA1_1	6_9	6	9	Synovial stroma
RA1_1	15_17	15	17	Collagenous/Adipose tissue;Synovial stroma
RA1_1	7_15	7	15	Synovial stroma
RA1_1	10_28	10	28	Synovial stroma
RA1_1	24_15	24	15	Infiltrate;Synovial stroma
RA1_1	17_17	17	17	Infiltrate;Synovial stroma
RA1_1	13_21	13	21	Synovial stroma
RA1_1	19_21	19	21	Collagenous/Adipose tissue;Synovial stroma
RA1_1	11_24	11	24	Infiltrate
RA1_1	16_23	16	23	Infiltrate
RA1_1	7_11	7	11	Synovial stroma
RA1_1	20_26	20	26	Synovial stroma
RA1_1	6_19	6	19	Synovial stroma
RA1_1	7_22	7	22	Collagenous/Adipose tissue;Synovial stroma
RA1_1	11_8	11	8	Collagenous/Adipose tissue;Synovial stroma
RA1_1	10_17	10	17	Synovial stroma
RA1_1	9_8	9	8	Synovial stroma
RA1_1	4_16	4	16	Infiltrate
