image	x_y	x	y	value
2018DiamondCNO-254_C1	27_39	27	39	Synovial stroma
2018DiamondCNO-254_C1	33_49	33	49	Synovial stroma
2018DiamondCNO-254_C1	32_22	32	22	Synovial stroma
2018DiamondCNO-254_C1	56_22	56	22	Infiltrate
2018DiamondCNO-254_C1	34_20	34	20	Synovial stroma
2018DiamondCNO-254_C1	56_32	56	32	Infiltrate;Synovial stroma
2018DiamondCNO-254_C1	38_28	38	28	Synovial stroma
2018DiamondCNO-254_C1	44_30	44	30	Infiltrate;Synovial stroma
2018DiamondCNO-254_C1	36_14	36	14	Infiltrate
2018DiamondCNO-254_C1	54_22	54	22	Synovial stroma
2018DiamondCNO-254_C1	35_45	35	45	Synovial stroma
2018DiamondCNO-254_C1	32_50	32	50	Synovial stroma
2018DiamondCNO-254_C1	15_47	15	47	Unknown
2018DiamondCNO-254_C1	43_15	43	15	Unknown
2018DiamondCNO-254_C1	34_48	34	48	Infiltrate;Synovial stroma
2018DiamondCNO-254_C1	34_50	34	50	Unknown
2018DiamondCNO-254_C1	31_33	31	33	Infiltrate;Synovial stroma
2018DiamondCNO-254_C1	45_47	45	47	Synovial stroma
2018DiamondCNO-254_C1	30_36	30	36	Unknown
2018DiamondCNO-254_C1	15_39	15	39	Infiltrate
2018DiamondCNO-254_C1	33_19	33	19	Synovial stroma
2018DiamondCNO-254_C1	52_40	52	40	Infiltrate
2018DiamondCNO-254_C1	23_41	23	41	Synovial stroma
2018DiamondCNO-254_C1	23_43	23	43	Synovial stroma
2018DiamondCNO-254_C1	31_39	31	39	Synovial stroma
2018DiamondCNO-254_C1	29_27	29	27	Synovial cell hyperplasia
2018DiamondCNO-254_C1	20_44	20	44	Infiltrate;Synovial stroma
2018DiamondCNO-254_C1	54_38	54	38	Unknown
2018DiamondCNO-254_C1	29_25	29	25	Synovial cell hyperplasia
2018DiamondCNO-254_C1	16_48	16	48	Unknown
2018DiamondCNO-254_C1	26_24	26	24	Synovial stroma
2018DiamondCNO-254_C1	30_50	30	50	Synovial stroma
2018DiamondCNO-254_C1	28_14	28	14	Infiltrate
2018DiamondCNO-254_C1	31_41	31	41	Synovial stroma
2018DiamondCNO-254_C1	34_22	34	22	Synovial stroma
2018DiamondCNO-254_C1	30_46	30	46	Synovial stroma
2018DiamondCNO-254_C1	53_37	53	37	Synovial stroma
2018DiamondCNO-254_C1	50_46	50	46	Infiltrate
2018DiamondCNO-254_C1	32_16	32	16	Synovial stroma
2018DiamondCNO-254_C1	39_19	39	19	Infiltrate
2018DiamondCNO-254_C1	46_44	46	44	Synovial stroma
2018DiamondCNO-254_C1	34_30	34	30	Synovial cell hyperplasia
2018DiamondCNO-254_C1	40_44	40	44	Synovial stroma
2018DiamondCNO-254_C1	46_18	46	18	Infiltrate
2018DiamondCNO-254_C1	43_31	43	31	Synovial stroma
2018DiamondCNO-254_C1	24_48	24	48	Synovial stroma
2018DiamondCNO-254_C1	22_30	22	30	Infiltrate
2018DiamondCNO-254_C1	37_43	37	43	Synovial stroma
2018DiamondCNO-254_C1	51_39	51	39	Infiltrate
2018DiamondCNO-254_C1	37_27	37	27	Infiltrate;Synovial stroma
2018DiamondCNO-254_C1	33_21	33	21	Synovial stroma
2018DiamondCNO-254_C1	14_42	14	42	Synovial stroma
2018DiamondCNO-254_C1	22_52	22	52	Infiltrate;Synovial stroma
2018DiamondCNO-254_C1	45_33	45	33	Synovial stroma
2018DiamondCNO-254_C1	42_40	42	40	Infiltrate;Synovial stroma
2018DiamondCNO-254_C1	54_42	54	42	Infiltrate;Synovial stroma
2018DiamondCNO-254_C1	21_47	21	47	Synovial stroma
2018DiamondCNO-254_C1	11_35	11	35	Synovial stroma
2018DiamondCNO-254_C1	52_42	52	42	Infiltrate;Synovial stroma
2018DiamondCNO-254_C1	20_32	20	32	Synovial stroma
2018DiamondCNO-254_C1	49_23	49	23	Synovial stroma
2018DiamondCNO-254_C1	10_38	10	38	Synovial stroma
2018DiamondCNO-254_C1	26_40	26	40	Synovial stroma
2018DiamondCNO-254_C1	22_18	22	18	Synovial stroma
2018DiamondCNO-254_C1	43_17	43	17	Infiltrate
2018DiamondCNO-254_C1	36_32	36	32	Synovial stroma
2018DiamondCNO-254_C1	37_19	37	19	Synovial stroma
2018DiamondCNO-254_C1	30_22	30	22	Synovial stroma
2018DiamondCNO-254_C1	19_27	19	27	Synovial stroma
2018DiamondCNO-254_C1	32_42	32	42	Infiltrate
2018DiamondCNO-254_C1	36_24	36	24	Unknown
2018DiamondCNO-254_C1	53_47	53	47	Synovial stroma
2018DiamondCNO-254_C1	30_16	30	16	Infiltrate
2018DiamondCNO-254_C1	52_30	52	30	Synovial stroma
2018DiamondCNO-254_C1	45_19	45	19	Infiltrate
2018DiamondCNO-254_C1	52_36	52	36	Synovial stroma
2018DiamondCNO-254_C1	41_17	41	17	Infiltrate
2018DiamondCNO-254_C1	59_29	59	29	Infiltrate
2018DiamondCNO-254_C1	56_38	56	38	Unknown
2018DiamondCNO-254_C1	35_39	35	39	Synovial stroma
2018DiamondCNO-254_C1	14_38	14	38	Infiltrate
2018DiamondCNO-254_C1	41_37	41	37	Synovial stroma
2018DiamondCNO-254_C1	30_44	30	44	Synovial stroma
2018DiamondCNO-254_C1	40_36	40	36	Synovial stroma
2018DiamondCNO-254_C1	56_40	56	40	Unknown
2018DiamondCNO-254_C1	20_20	20	20	Synovial stroma
2018DiamondCNO-254_C1	37_15	37	15	Infiltrate
2018DiamondCNO-254_C1	26_30	26	30	Synovial stroma
2018DiamondCNO-254_C1	43_47	43	47	Synovial stroma
2018DiamondCNO-254_C1	19_35	19	35	Synovial stroma
2018DiamondCNO-254_C1	47_37	47	37	Synovial stroma
2018DiamondCNO-254_C1	26_32	26	32	Infiltrate
2018DiamondCNO-254_C1	33_23	33	23	Infiltrate;Synovial stroma
2018DiamondCNO-254_C1	28_44	28	44	Synovial stroma
