image	x_y	x	y	value
RA1_3	20_16	20	16	Synovial stroma
RA1_3	9_18	9	18	Infiltrate;Synovial stroma
RA1_3	11_15	11	15	Collagenous/Adipose tissue;Synovial stroma
RA1_3	20_9	20	9	Synovial stroma
RA1_3	16_18	16	18	Collagenous/Adipose tissue;Synovial stroma
RA1_3	27_18	27	18	Infiltrate;Synovial stroma
RA1_3	15_18	15	18	Synovial stroma
RA1_3	22_17	22	17	Synovial stroma
RA1_3	30_17	30	17	Unknown
RA1_3	24_7	24	7	Infiltrate;Synovial stroma
RA1_3	18_6	18	6	Synovial stroma
RA1_3	19_11	19	11	Synovial stroma
RA1_3	23_14	23	14	Synovial stroma
RA1_3	10_13	10	13	Collagenous/Adipose tissue;Synovial stroma
RA1_3	23_20	23	20	Synovial stroma
RA1_3	25_17	25	17	Synovial stroma
RA1_3	21_10	21	10	Synovial stroma
RA1_3	29_16	29	16	Infiltrate
RA1_3	24_4	24	4	Synovial stroma
RA1_3	12_19	12	19	Synovial stroma
RA1_3	18_13	18	13	Collagenous/Adipose tissue;Synovial stroma
RA1_3	26_8	26	8	Collagenous/Adipose tissue;Synovial stroma
RA1_3	10_12	10	12	Synovial stroma
RA1_3	24_16	24	16	Infiltrate;Synovial stroma
RA1_3	27_14	27	14	Synovial stroma
RA1_3	23_18	23	18	Infiltrate;Synovial stroma
RA1_3	27_7	27	7	Collagenous/Adipose tissue;Synovial stroma
RA1_3	19_18	19	18	Synovial stroma
RA1_3	23_19	23	19	Infiltrate;Synovial stroma
RA1_3	20_12	20	12	Synovial stroma
RA1_3	19_13	19	13	Collagenous/Adipose tissue;Synovial stroma
RA1_3	14_4	14	4	Synovial stroma
RA1_3	15_8	15	8	Infiltrate
RA1_3	12_12	12	12	Collagenous/Adipose tissue
RA1_3	12_5	12	5	Infiltrate;Synovial stroma
RA1_3	16_7	16	7	Infiltrate
RA1_3	19_15	19	15	Collagenous/Adipose tissue;Synovial stroma
RA1_3	25_19	25	19	Synovial stroma
RA1_3	25_6	25	6	Collagenous/Adipose tissue
RA1_3	13_8	13	8	Collagenous/Adipose tissue;Synovial stroma
RA1_3	28_15	28	15	Infiltrate
RA1_3	16_4	16	4	Infiltrate;Synovial stroma
RA1_3	16_9	16	9	Synovial stroma
RA1_3	10_9	10	9	Synovial stroma
RA1_3	14_19	14	19	Collagenous/Adipose tissue;Synovial stroma
RA1_3	23_13	23	13	Synovial stroma
RA1_3	12_13	12	13	Collagenous/Adipose tissue;Synovial stroma
RA1_3	9_10	9	10	Synovial stroma
RA1_3	16_5	16	5	Infiltrate
RA1_3	30_14	30	14	Unknown
