infiltrate
X1_10_38,Inf1
X1_10_44,Inf1
X1_10_46,Inf1
X1_10_48,Inf2
X1_10_50,Inf2
X1_10_52,Inf2
X1_11_37,Inf1
X1_11_41,Inf1
X1_11_43,Inf1
X1_11_45,Inf1
X1_11_47,Inf2
X1_11_49,Inf2
X1_11_51,Inf2
X1_12_42,Inf1
X1_12_44,Inf1
X1_12_46,Inf2
X1_12_48,Inf2
X1_12_50,Inf2
X1_12_56,Inf3
X1_12_58,Inf3
X1_12_60,Inf3
X1_13_41,Inf1
X1_13_45,Inf2
X1_13_47,Inf2
X1_13_49,Inf2
X1_13_55,Inf3
X1_13_57,Inf3
X1_13_59,Inf3
X1_14_46,Inf2
X1_14_48,Inf2
X1_14_50,Inf2
X1_14_56,Inf3
X1_14_58,Inf3
X1_14_60,Inf3
X1_15_45,Inf2
X1_15_47,Inf2
X1_15_49,Inf2
X1_15_57,Inf3
X1_15_59,Inf3
X1_16_46,Inf2
X1_16_48,Inf2
X1_16_50,Inf2
X1_16_58,Inf3
X1_16_60,Inf3
X1_17_43,Inf2
X1_17_47,Inf2
X1_17_49,Inf2
X1_17_57,Inf3
X1_17_59,Inf3
X1_18_48,Inf2
X1_18_50,Inf2
X1_18_58,Inf3
X1_19_51,Inf4
X1_2_42,Inf1
X1_20_52,Inf4
X1_21_51,Inf4
X1_22_50,Inf4
X1_22_52,Inf4
X1_22_54,Inf4
X1_23_53,Inf4
X1_23_55,Inf4
X1_23_59,Inf4
X1_24_54,Inf4
X1_24_56,Inf4
X1_24_58,Inf4
X1_25_53,Inf4
X1_25_55,Inf4
X1_25_57,Inf4
X1_26_54,Inf4
X1_26_56,Inf4
X1_27_55,Inf4
X1_27_57,Inf4
X1_39_51,Inf5
X1_40_50,Inf5
X1_40_52,Inf5
X1_41_49,Inf5
X1_41_51,Inf5
X1_42_48,Inf5
X1_42_50,Inf5
X1_43_49,Inf5
X1_44_48,Inf5
X1_44_50,Inf5
X1_45_47,Inf5
X1_45_49,Inf5
X1_46_46,Inf5
X1_48_44,Inf5
X1_5_31,Inf1
X1_5_45,Inf1
X1_6_44,Inf1
X1_6_46,Inf1
X1_63_11,Inf6
X1_64_10,Inf6
X1_64_12,Inf6
X1_64_14,Inf6
X1_64_18,Inf6
X1_65_11,Inf6
X1_65_15,Inf6
X1_65_17,Inf6
X1_7_39,Inf1
X1_7_41,Inf1
X1_7_43,Inf1
X1_7_45,Inf1
X1_7_47,Inf2
X1_7_49,Inf2
X1_8_38,Inf1
X1_8_40,Inf1
X1_8_42,Inf1
X1_8_44,Inf1
X1_8_48,Inf2
X1_8_50,Inf2
X1_8_52,Inf2
X1_9_39,Inf1
X1_9_41,Inf1
X1_9_43,Inf1
X1_9_45,Inf1
X1_9_47,Inf2
X1_9_49,Inf2
X1_9_51,Inf2
