V1	V2	V3
X1_12_34	18.1313305471187	-7.21809298429091	1.43998758634939
X1_13_35	19.314469653395	-6.30896452478382	-1.50041382929443
X1_13_37	12.5897313679555	-9.48151302543371	-2.90556581561065
X1_14_32	-21.3720658989306	6.73017973037969	2.76187299810742
X1_14_34	17.3603062956897	-9.58649439395435	-0.0840419129192915
X1_14_36	21.4492102236299	-3.12142736544625	-5.29844162309466
X1_14_38	18.3373681230792	-1.32412448379522	1.60579904583506
X1_14_40	10.2144338389901	1.20348525107169	10.6246432910533
X1_15_27	19.5837781700405	-8.8322038514785	-1.04642277452436
X1_15_31	7.58715786857535	-1.84549317423032	2.6942470474622
X1_15_33	4.16340699259578	1.44720793415016	0.453420987704284
X1_15_37	11.8999621738409	8.19634062791931	-8.47455991763561
X1_15_39	-1.70603735218276	3.50429949663903	19.7590808392893
X1_15_41	-0.6836123974283	2.41460052650392	18.629209745765
X1_16_28	21.8843742660275	-7.71922624679045	-1.21438643914066
X1_16_44	-3.92673872950051	2.92326744001158	18.8779376436312
X1_16_46	0.185667417797193	3.67556450741255	9.27729474044586
X1_17_31	17.056305359768	-4.99209673874666	0.142000977812232
X1_17_33	-26.4533065093861	7.9651304679231	3.85639186642411
X1_17_41	16.3735981251692	-0.156404233009964	8.88063588519661
X1_18_40	9.88176897093162	-10.7213629848006	-0.336697845624654
X1_18_42	4.73657416039444	3.72756983312401	11.6440268412813
X1_19_37	1.56524340094986	3.14063856003858	-10.0934206872235
X1_19_45	14.9779395212497	-7.02599229411864	-1.79685546923515
X1_19_47	5.97946589098684	-2.7331313946826	-0.93563186699295
X1_20_40	-12.2508394605362	-1.69532237104534	-3.90931380822604
X1_20_42	3.62223712644138	11.0000830912267	-7.35457343072233
X1_20_44	11.707995342966	-6.05566191331628	-1.53581003288537
X1_21_39	4.51833938802835	-9.14855301950088	-4.17875746821799
X1_21_41	1.57182876993521	0.733523625549345	-10.8056227489313
X1_22_30	17.3350761488925	-2.53621337367284	8.08307557274775
X1_22_32	17.3351437316978	-4.76892621721589	-2.15765196283939
X1_22_36	14.6593908366854	-2.11106743864092	-5.51520945533853
X1_22_38	8.62006163736001	-10.1498959889599	-1.30307880482768
X1_22_48	12.6993857703382	-2.38058390570681	-1.38664454152262
X1_22_50	8.09177849308065	-2.34835937260712	-0.266298975559574
X1_22_52	9.37321306070436	-0.265505027696201	6.78621825365426
X1_23_21	18.601104613181	-8.29822552205241	-1.31351553638545
X1_23_31	17.9854407430918	-1.50019790487889	8.69854899708276
X1_23_35	21.5635283147141	-3.45949222926345	-5.41872767259109
X1_24_20	19.1098353158416	-7.68047171901242	0.955040196543754
X1_24_32	19.1311898535316	-2.15723210319173	7.70255756905202
X1_24_36	4.00950137594513	5.18224339510948	-13.4903873424848
X1_24_40	21.399842952075	0.212758334723068	-11.5907845744175
X1_24_44	0.621423526953139	4.19695601405088	-11.3836845893768
X1_24_46	8.16347447637092	-4.32127401061717	-2.94543124867103
X1_25_13	20.0511574132571	-3.9558584369293	-6.9103800857805
X1_25_21	12.5988829146544	-17.9727694058211	2.5828196658201
X1_25_33	5.2882909460091	3.51192060316484	11.1493294655366
X1_25_39	2.27398110769751	7.33241266916812	-13.7277505901793
X1_25_43	-0.370438794382733	2.79873589585505	-11.7079537057493
X1_25_45	7.17499663070009	-8.6916419360834	-0.852943541906399
X1_26_14	21.590356334738	-2.71874442639699	-3.89270163011843
X1_26_20	5.75686580060447	-7.1990894904443	-4.10597946810906
X1_26_32	11.0742563215126	0.202254075963066	10.1252166415074
X1_26_34	17.7723235837333	-1.58276576928872	2.13286518921747
X1_27_11	-3.04335500518435	-3.45402463676985	-5.04988506908361
X1_27_21	7.41998115882076	-9.43179474968621	-1.1151664670812
X1_27_33	9.80147320747539	-2.27329165155602	5.65751676245921
X1_28_12	9.15452413749644	-3.91095470363357	-14.6095831441694
X1_28_14	18.3946744243971	-5.89727691124443	-2.11522150506427
X1_28_20	-14.4654227508807	0.650564929676426	-2.43532548076409
X1_28_34	18.3255589821371	-1.24826198503603	1.80695815091484
X1_29_15	3.47401235132194	8.15415504086127	-10.9638736351408
X1_29_17	3.05192424525118	2.32592533475361	-9.08087540222634
X1_29_33	17.5774933589901	-4.48746419556929	-3.08073734947945
X1_29_35	16.1438430210972	-0.944835570779308	9.46157635289608
X1_29_49	-4.90997870596488	10.5332141130551	-10.3714699259811
X1_30_14	20.1896129038702	-1.70088638889964	-4.92064164559325
X1_30_16	22.2839904397759	0.438881255605793	-11.6622699059836
X1_30_32	15.7880030068626	0.469671522193819	-5.50103234447534
X1_30_34	17.0556773010963	-1.29293401975084	9.02643285315558
X1_30_48	-4.94567187238071	8.94543351706441	-11.235258649627
X1_31_17	20.1050682574463	-1.3414023369038	-6.54212052968017
X1_31_33	-6.84459882118032	1.72175097636743	19.4288484530222
X1_31_43	4.96349134711318	-9.29452761057525	-4.35157108533225
X1_31_47	6.91203526045536	5.44260553339504	-13.5947146766782
X1_32_18	18.338989684853	-1.62370070250227	1.42532359911841
X1_32_38	1.24938986052138	8.2920256937156	-3.50885358873664
X1_32_42	17.8565090743339	-4.84236465981215	-3.15011399315763
X1_32_44	18.6824422863402	-1.27554133649066	-6.50046405591629
X1_32_46	10.8850448735074	-2.52898252242659	-14.015463961496
X1_33_17	1.42358630840254	1.17613912760124	-8.39369194866971
X1_33_23	20.8540051946805	-1.28445371114208	-6.3969387386301
X1_33_35	6.87294531935843	-9.30364077380841	-0.290504762017466
X1_33_39	1.55541635261683	0.904660146600565	-10.9801623997629
X1_33_41	0.0109304991213535	4.32837007425321	-8.74218701386478
X1_33_43	11.1165987800948	-23.9677666910835	5.54627211599359
X1_34_18	15.7240815753602	-3.08921572696125	-6.50218143469012
X1_34_38	4.26998506255404	1.57597473830499	-11.5877732669628
X1_34_40	-9.41415189317858	-2.82139087176919	-1.93900560155573
X1_34_44	-4.51893022198317	5.16147330696168	-10.8574668750556
X1_34_46	18.1869245580831	-4.81068835297045	-2.87857109367352
X1_34_48	-16.2419495484962	8.69361816234049	-3.34759928799691
X1_35_35	1.57118680503037	-7.68088602668007	-3.3311314271924
X1_35_47	-24.5654812679826	5.91251638641169	1.99278733676993
X1_36_14	4.12130363204402	-8.98744325622338	-3.74863767969715
X1_36_28	3.54632387986052	8.01263736473044	-11.4778613358307
