image	x_y	x	y	value
RA6_D1	26.19_35.98	26.19	35.98	Synovial stroma
RA6_D1	44.36_51.91	44.36	51.91	Collagenous/Adipose tissue
RA6_D1	28.21_43.96	28.21	43.96	Synovial stroma
RA6_D1	37.14_44.93	37.14	44.93	Infiltrate;Synovial stroma
RA6_D1	42.39_47.95	42.39	47.95	Synovial stroma
RA6_D1	49.23_42.88	49.23	42.88	Synovial stroma
RA6_D1	33.14_35.06	33.14	35.06	Synovial stroma
RA6_D1	46.15_37.84	46.15	37.84	Synovial stroma
RA6_D1	45.25_38.91	45.25	38.91	Infiltrate;Synovial stroma
RA6_D1	26.27_45.95	26.27	45.95	Synovial stroma
RA6_D1	39.35_46.99	39.35	46.99	Synovial stroma
RA6_D1	34.2_41.89	34.2	41.89	Synovial stroma
RA6_D1	44.27_43.94	44.27	43.94	Synovial stroma
RA6_D1	48.29_51.9	48.29	51.9	Synovial stroma
RA6_D1	34.16_47.94	34.16	47.94	Infiltrate;Synovial stroma
RA6_D1	40.22_38.01	40.22	38.01	Infiltrate
RA6_D1	42.22_37.94	42.22	37.94	Infiltrate;Synovial stroma
RA6_D1	38.26_46.02	38.26	46.02	Infiltrate;Synovial stroma
RA6_D1	49.28_48.9	49.28	48.9	Synovial stroma
RA6_D1	51.32_50.82	51.32	50.82	Synovial stroma
RA6_D1	49.3_54.85	49.3	54.85	Synovial stroma
RA6_D1	34.14_35.87	34.14	35.87	Synovial stroma
RA6_D1	30.14_34.02	30.14	34.02	Collagenous/Adipose tissue;Synovial stroma
RA6_D1	47.22_42.9	47.22	42.9	Synovial stroma
RA6_D1	24.97_35.16	24.97	35.16	Synovial stroma
RA6_D1	26.19_43.93	26.19	43.93	Synovial stroma
RA6_D1	46.33_57.9	46.33	57.9	Synovial cell hyperplasia
RA6_D1	38.38_48.05	38.38	48.05	Infiltrate;Synovial stroma
RA6_D1	29.23_36.94	29.23	36.94	Synovial stroma
RA6_D1	23.05_37.14	23.05	37.14	Synovial stroma
RA6_D1	33.26_47.03	33.26	47.03	Infiltrate
RA6_D1	42.31_45.94	42.31	45.94	Synovial stroma
RA6_D1	50.22_43.83	50.22	43.83	Synovial stroma
RA6_D1	52.33_55.79	52.33	55.79	Synovial cell hyperplasia
RA6_D1	52.25_43.81	52.25	43.81	Synovial stroma
RA6_D1	36.3_53.92	36.3	53.92	Synovial cell hyperplasia
RA6_D1	24.07_44.17	24.07	44.17	Synovial stroma
RA6_D1	50.21_37.86	50.21	37.86	Synovial stroma
RA6_D1	45.3_44.95	45.3	44.95	Synovial stroma
RA6_D1	54.4_55.88	54.4	55.88	Synovial stroma;Unknown
RA6_D1	24.16_46.09	24.16	46.09	Collagenous/Adipose tissue
RA6_D1	40.4_49.99	40.4	49.99	Synovial stroma
RA6_D1	51.3_48.87	51.3	48.87	Synovial stroma
RA6_D1	33.31_53.05	33.31	53.05	Synovial cell hyperplasia;Synovial stroma
RA6_D1	39.32_34.99	39.32	34.99	Synovial stroma
RA6_D1	30.28_52.04	30.28	52.04	Synovial stroma;Unknown
RA6_D1	40.49_57.94	40.49	57.94	Synovial cell hyperplasia
RA6_D1	42.39_57.92	42.39	57.92	Synovial cell hyperplasia
RA6_D1	43.39_56.93	43.39	56.93	Synovial stroma
RA6_D1	46.22_45.9	46.22	45.9	Synovial stroma
RA6_D1	43.41_54.96	43.41	54.96	Synovial stroma
RA6_D1	30.23_42.09	30.23	42.09	Synovial stroma
RA6_D1	33.31_51.07	33.31	51.07	Synovial stroma
RA6_D1	40.37_55.97	40.37	55.97	Synovial stroma;Unknown
RA6_D1	33.19_37.03	33.19	37.03	Synovial stroma
RA6_D1	24.12_42.11	24.12	42.11	Synovial stroma
RA6_D1	35.1_34.88	35.1	34.88	Collagenous/Adipose tissue
RA6_D1	32.22_42.08	32.22	42.08	Synovial stroma
RA6_D1	46.3_53.88	46.3	53.88	Synovial stroma
RA6_D1	29.31_46.95	29.31	46.95	Synovial stroma
RA6_D1	52.31_47.87	52.31	47.87	Synovial stroma
RA6_D1	52.23_39.82	52.23	39.82	Synovial stroma
RA6_D1	35.18_38.87	35.18	38.87	Synovial stroma
RA6_D1	49.24_44.91	49.24	44.91	Synovial stroma
RA6_D1	41.25_34.98	41.25	34.98	Infiltrate
RA6_D1	42.25_39.94	42.25	39.94	Infiltrate;Synovial stroma
RA6_D1	29.29_40.93	29.29	40.93	Synovial stroma
RA6_D1	53.32_48.83	53.32	48.83	Synovial stroma
RA6_D1	46.31_47.9	46.31	47.9	Synovial stroma
RA6_D1	31.26_47.08	31.26	47.08	Synovial stroma
RA6_D1	42.28_43.94	42.28	43.94	Synovial stroma
RA6_D1	31.22_45.09	31.22	45.09	Synovial stroma
RA6_D1	54.4_51.79	54.4	51.79	Synovial stroma
RA6_D1	48.2_39.89	48.2	39.89	Synovial stroma
RA6_D1	42.38_53.94	42.38	53.94	Synovial stroma
RA6_D1	40.3_41.98	40.3	41.98	Infiltrate;Synovial stroma
RA6_D1	30.21_46.1	30.21	46.1	Synovial stroma
RA6_D1	33.23_45.03	33.23	45.03	Infiltrate
RA6_D1	35.15_40.87	35.15	40.87	Synovial stroma
RA6_D1	44.34_49.92	44.34	49.92	Synovial stroma
RA6_D1	50.23_41.86	50.23	41.86	Synovial stroma
RA6_D1	40.34_53.95	40.34	53.95	Infiltrate;Synovial stroma
RA6_D1	37.24_46.97	37.24	46.97	Synovial stroma
RA6_D1	39.48_57.06	39.48	57.06	Synovial stroma
RA6_D1	48.25_53.87	48.25	53.87	Synovial stroma
RA6_D1	38.29_39.98	38.29	39.98	Infiltrate;Synovial stroma
RA6_D1	40.23_43.98	40.23	43.98	Synovial stroma
RA6_D1	50.28_47.84	50.28	47.84	Synovial stroma
RA6_D1	46.26_49.93	46.26	49.93	Synovial stroma
RA6_D1	28.14_35.95	28.14	35.95	Synovial stroma
RA6_D1	32.27_46.05	32.27	46.05	Infiltrate;Synovial stroma
RA6_D1	49.31_56.86	49.31	56.86	Synovial stroma;Unknown
RA6_D1	24_34.15	24	34.15	Synovial stroma
RA6_D1	54.39_53.8	54.39	53.8	Infiltrate;Synovial stroma
RA6_D1	26.17_41.97	26.17	41.97	Synovial stroma
RA6_D1	24.06_40.14	24.06	40.14	Synovial stroma
RA6_D1	40.32_45.99	40.32	45.99	Synovial stroma
RA6_D1	36.2_43.93	36.2	43.93	Infiltrate;Synovial stroma
RA6_D1	55.36_42.81	55.36	42.81	Synovial cell hyperplasia;Synovial stroma
RA6_D1	45.39_52.93	45.39	52.93	Synovial stroma
RA6_D1	28.2_39.92	28.2	39.92	Synovial stroma
RA6_D1	26.32_47.99	26.32	47.99	Synovial stroma
RA6_D1	53.34_50.8	53.34	50.8	Infiltrate
RA6_D1	50.32_49.88	50.32	49.88	Synovial stroma
RA6_D1	32.15_34.06	32.15	34.06	Synovial stroma
RA6_D1	46.17_43.9	46.17	43.9	Synovial stroma
RA6_D1	23.09_41.17	23.09	41.17	Synovial stroma
RA6_D1	45.28_42.94	45.28	42.94	Synovial stroma
RA6_D1	49.3_52.88	49.3	52.88	Synovial stroma;Unknown
RA6_D1	29.23_44.94	29.23	44.94	Synovial stroma
RA6_D1	30.18_40.08	30.18	40.08	Synovial stroma
RA6_D1	50.32_55.85	50.32	55.85	Synovial stroma
RA6_D1	32.24_44.04	32.24	44.04	Synovial stroma
RA6_D1	28.26_41.97	28.26	41.97	Synovial stroma
RA6_D1	41.2_36.98	41.2	36.98	Infiltrate;Synovial stroma
RA6_D1	26.18_33.96	26.18	33.96	Synovial stroma
RA6_D1	51.25_42.85	51.25	42.85	Synovial stroma
RA6_D1	36.24_45.92	36.24	45.92	Synovial stroma
RA6_D1	53.31_46.85	53.31	46.85	Synovial stroma
RA6_D1	38.2_36	38.2	36	Synovial stroma
RA6_D1	37.23_52.88	37.23	52.88	Infiltrate;Synovial stroma
RA6_D1	48.31_49.89	48.31	49.89	Synovial stroma
RA6_D1	53.25_38.84	53.25	38.84	Synovial stroma
RA6_D1	54.4_47.77	54.4	47.77	Synovial cell hyperplasia;Synovial stroma
RA6_D1	32.2_40.04	32.2	40.04	Synovial stroma
RA6_D1	27.11_32.99	27.11	32.99	Synovial cell hyperplasia
RA6_D1	42.26_41.93	42.26	41.93	Synovial stroma
RA6_D1	29.32_50.97	29.32	50.97	Synovial stroma
RA6_D1	47.22_44.89	47.22	44.89	Synovial stroma
RA6_D1	43.32_48.92	43.32	48.92	Synovial stroma
RA6_D1	38.32_42.04	38.32	42.04	Infiltrate
RA6_D1	47.28_54.91	47.28	54.91	Synovial stroma
RA6_D1	53.27_44.84	53.27	44.84	Synovial cell hyperplasia;Synovial stroma
RA6_D1	41.41_51.02	41.41	51.02	Synovial stroma
RA6_D1	37.22_48.86	37.22	48.86	Synovial stroma
RA6_D1	47.31_48.88	47.31	48.88	Synovial stroma
RA6_D1	32.28_50.04	32.28	50.04	Synovial stroma
RA6_D1	39.44_54.96	39.44	54.96	Infiltrate;Synovial stroma
RA6_D1	45.39_56.95	45.39	56.95	Synovial stroma
RA6_D1	29.29_48.93	29.29	48.93	Synovial stroma
RA6_D1	48.28_55.88	48.28	55.88	Synovial stroma
RA6_D1	54.32_41.79	54.32	41.79	Synovial cell hyperplasia;Synovial stroma
RA6_D1	30.16_36.05	30.16	36.05	Synovial stroma
RA6_D1	38.24_37.98	38.24	37.98	Synovial stroma
RA6_D1	57.43_52.78	57.43	52.78	Synovial stroma;Unknown
RA6_D1	43.3_46.96	43.3	46.96	Synovial stroma
RA6_D1	31.27_49.06	31.27	49.06	Synovial stroma
RA6_D1	38.46_50.02	38.46	50.02	Synovial stroma
RA6_D1	40.28_36.02	40.28	36.02	Infiltrate;Synovial stroma
RA6_D1	35.18_46.96	35.18	46.96	Infiltrate;Synovial stroma
RA6_D1	25.09_41.15	25.09	41.15	Synovial stroma
RA6_D1	44.34_47.94	44.34	47.94	Synovial stroma;Unknown
RA6_D1	30.13_38.04	30.13	38.04	Infiltrate
RA6_D1	46.21_41.93	46.21	41.93	Synovial stroma
RA6_D1	41.31_44.98	41.31	44.98	Synovial stroma
RA6_D1	50.22_39.83	50.22	39.83	Synovial stroma
RA6_D1	46.14_39.9	46.14	39.9	Synovial stroma
RA6_D1	45.37_54.92	45.37	54.92	Infiltrate;Synovial stroma
RA6_D1	51.24_44.84	51.24	44.84	Collagenous/Adipose tissue
RA6_D1	42.34_51.96	42.34	51.96	Synovial stroma
RA6_D1	39.39_48.96	39.39	48.96	Synovial stroma
RA6_D1	47.26_46.89	47.26	46.89	Synovial stroma
RA6_D1	55.39_48.81	55.39	48.81	Synovial cell hyperplasia;Synovial stroma
RA6_D1	45.21_36.92	45.21	36.92	Synovial stroma
RA6_D1	37.19_40.91	37.19	40.91	Infiltrate;Synovial stroma
RA6_D1	51.32_52.82	51.32	52.82	Infiltrate;Synovial stroma
RA6_D1	36.18_39.92	36.18	39.92	Synovial stroma
RA6_D1	36.12_33.89	36.12	33.89	Synovial stroma
RA6_D1	45.26_40.95	45.26	40.95	Synovial stroma
RA6_D1	31.23_41.05	31.23	41.05	Infiltrate;Synovial stroma
RA6_D1	45.37_50.94	45.37	50.94	Synovial stroma
RA6_D1	31.11_35.03	31.11	35.03	Synovial stroma
RA6_D1	30.21_44.06	30.21	44.06	Collagenous/Adipose tissue
RA6_D1	33.25_43.08	33.25	43.08	Synovial stroma
RA6_D1	41.35_46.95	41.35	46.95	Synovial stroma
RA6_D1	54.35_43.81	54.35	43.81	Synovial cell hyperplasia;Synovial stroma
RA6_D1	52.27_41.82	52.27	41.82	Synovial stroma
RA6_D1	47.16_38.86	47.16	38.86	Synovial stroma
RA6_D1	33.23_41.03	33.23	41.03	Infiltrate
RA6_D1	39.28_41.04	39.28	41.04	Infiltrate
RA6_D1	36.23_49.91	36.23	49.91	Synovial stroma
RA6_D1	49.26_46.91	49.26	46.91	Synovial stroma
RA6_D1	31.15_33.02	31.15	33.02	Synovial stroma
RA6_D1	31.32_51.05	31.32	51.05	Synovial stroma
RA6_D1	41.32_40.97	41.32	40.97	Synovial stroma
RA6_D1	33.21_39.04	33.21	39.04	Synovial stroma
RA6_D1	34.2_45.94	34.2	45.94	Infiltrate;Synovial stroma
RA6_D1	55.4_52.8	55.4	52.8	Synovial stroma
RA6_D1	48.16_37.89	48.16	37.89	Synovial stroma
RA6_D1	34.26_53.93	34.26	53.93	Synovial cell hyperplasia
RA6_D1	39.41_52.95	39.41	52.95	Synovial stroma
RA6_D1	28.25_37.96	28.25	37.96	Synovial stroma
RA6_D1	38.33_44	38.33	44	Infiltrate;Synovial stroma
RA6_D1	27.23_38.96	27.23	38.96	Infiltrate
RA6_D1	39.34_51.01	39.34	51.01	Synovial stroma
RA6_D1	47.11_36.91	47.11	36.91	Synovial stroma
RA6_D1	38.33_52.02	38.33	52.02	Synovial stroma
RA6_D1	57.41_50.76	57.41	50.76	Unknown
RA6_D1	29.2_38.92	29.2	38.92	Synovial stroma
RA6_D1	28.16_33.96	28.16	33.96	Synovial stroma
RA6_D1	27.26_41	27.26	41	Synovial stroma
RA6_D1	43.24_38.91	43.24	38.91	Infiltrate;Synovial stroma
RA6_D1	21.15_43.14	21.15	43.14	Collagenous/Adipose tissue;Unknown
RA6_D1	50.31_51.88	50.31	51.88	Synovial stroma
RA6_D1	27.28_42.98	27.28	42.98	Synovial stroma
RA6_D1	39.24_39	39.24	39	Infiltrate
RA6_D1	47.29_50.93	47.29	50.93	Synovial stroma
RA6_D1	26.23_38.02	26.23	38.02	Synovial stroma
RA6_D1	33.29_49.06	33.29	49.06	Infiltrate;Synovial stroma
RA6_D1	26.2_39.94	26.2	39.94	Synovial stroma
RA6_D1	54.38_49.83	54.38	49.83	Synovial stroma
RA6_D1	41.3_38.94	41.3	38.94	Infiltrate;Synovial stroma
RA6_D1	51.24_40.82	51.24	40.82	Synovial stroma
RA6_D1	44.37_55.93	44.37	55.93	Synovial stroma
RA6_D1	49.21_40.86	49.21	40.86	Synovial stroma
RA6_D1	42.41_55.95	42.41	55.95	Synovial stroma
RA6_D1	23.1_43.17	23.1	43.17	Synovial stroma
RA6_D1	52.32_49.84	52.32	49.84	Infiltrate;Synovial stroma
RA6_D1	34.15_43.97	34.15	43.97	Synovial stroma
RA6_D1	51.18_36.86	51.18	36.86	Synovial stroma;Unknown
RA6_D1	55.35_46.77	55.35	46.77	Unknown
RA6_D1	32.3_48.07	32.3	48.07	Infiltrate;Synovial stroma
RA6_D1	44.33_45.91	44.33	45.91	Synovial stroma
RA6_D1	35.24_48.92	35.24	48.92	Synovial stroma
RA6_D1	40.26_33.97	40.26	33.97	Synovial stroma
RA6_D1	43.25_36.91	43.25	36.91	Infiltrate;Synovial stroma
RA6_D1	32.3_52.09	32.3	52.09	Synovial stroma
RA6_D1	30.28_50.07	30.28	50.07	Synovial stroma
RA6_D1	54.34_39.77	54.34	39.77	Synovial stroma
RA6_D1	28.33_47.99	28.33	47.99	Synovial stroma
RA6_D1	53.23_40.81	53.23	40.81	Synovial stroma
RA6_D1	25.12_43.12	25.12	43.12	Synovial stroma
RA6_D1	31.16_37.04	31.16	37.04	Synovial stroma
RA6_D1	43.25_44.97	43.25	44.97	Synovial stroma
RA6_D1	51.2_38.84	51.2	38.84	Synovial stroma
RA6_D1	50.27_45.85	50.27	45.85	Synovial stroma
RA6_D1	51.29_46.84	51.29	46.84	Synovial stroma
RA6_D1	47.34_56.87	47.34	56.87	Synovial cell hyperplasia;Synovial stroma
RA6_D1	50.36_53.82	50.36	53.82	Synovial stroma
RA6_D1	27.31_48.98	27.31	48.98	Synovial stroma
RA6_D1	34.26_39.88	34.26	39.88	Synovial stroma
RA6_D1	48.23_45.9	48.23	45.9	Synovial stroma
RA6_D1	38.25_33.97	38.25	33.97	Synovial stroma
RA6_D1	22.12_44.27	22.12	44.27	Collagenous/Adipose tissue;Unknown
RA6_D1	33.14_32.97	33.14	32.97	Infiltrate
RA6_D1	39.26_36.96	39.26	36.96	Synovial stroma
RA6_D1	55.39_50.81	55.39	50.81	Synovial stroma
RA6_D1	27.19_36.97	27.19	36.97	Synovial stroma
RA6_D1	34.22_49.91	34.22	49.91	Synovial stroma
RA6_D1	54.36_45.76	54.36	45.76	Synovial cell hyperplasia;Synovial stroma
RA6_D1	43.34_42.91	43.34	42.91	Synovial stroma
RA6_D1	40.31_40.01	40.31	40.01	Infiltrate;Synovial stroma
RA6_D1	55.48_54.81	55.48	54.81	Synovial stroma;Unknown
RA6_D1	51.38_56.81	51.38	56.81	Synovial stroma;Unknown
RA6_D1	32.19_38.03	32.19	38.03	Infiltrate;Synovial stroma
RA6_D1	42.16_33.94	42.16	33.94	Synovial stroma;Unknown
RA6_D1	56.4_49.82	56.4	49.82	Synovial stroma;Unknown
RA6_D1	25.15_47.17	25.15	47.17	Synovial stroma
RA6_D1	36.24_41.89	36.24	41.89	Infiltrate;Synovial stroma
RA6_D1	39.25_43.06	39.25	43.06	Infiltrate;Synovial stroma
RA6_D1	41.38_48.97	41.38	48.97	Synovial stroma
RA6_D1	34.18_51.87	34.18	51.87	Synovial cell hyperplasia;Synovial stroma
RA6_D1	56.38_53.8	56.38	53.8	Synovial stroma;Unknown
RA6_D1	31.17_39.07	31.17	39.07	Infiltrate;Synovial stroma
RA6_D1	44.3_41.92	44.3	41.92	Synovial stroma
RA6_D1	31.18_43.06	31.18	43.06	Synovial stroma
RA6_D1	47.19_40.88	47.19	40.88	Synovial stroma
RA6_D1	38.36_54.03	38.36	54.03	Infiltrate
RA6_D1	35.14_42.96	35.14	42.96	Synovial stroma
RA6_D1	24.05_36.12	24.05	36.12	Synovial cell hyperplasia;Synovial stroma
RA6_D1	35.2_44.93	35.2	44.93	Infiltrate
RA6_D1	41.4_53.02	41.4	53.02	Synovial stroma
RA6_D1	52.29_51.86	52.29	51.86	Infiltrate;Synovial stroma
RA6_D1	49.15_36.88	49.15	36.88	Synovial stroma
RA6_D1	28.29_45.95	28.29	45.95	Synovial stroma
RA6_D1	55.32_40.78	55.32	40.78	Synovial stroma
RA6_D1	46.29_51.91	46.29	51.91	Collagenous/Adipose tissue
RA6_D1	34.18_37.93	34.18	37.93	Synovial stroma
RA6_D1	44.22_33.92	44.22	33.92	Synovial stroma;Unknown
RA6_D1	48.21_41.89	48.21	41.89	Synovial stroma
RA6_D1	41.35_42.97	41.35	42.97	Infiltrate
RA6_D1	53.33_54.79	53.33	54.79	Synovial stroma
RA6_D1	27.2_34.96	27.2	34.96	Synovial stroma
RA6_D1	56.29_39.76	56.29	39.76	Synovial stroma
RA6_D1	51.34_54.82	51.34	54.82	Synovial stroma
RA6_D1	27.24_46.96	27.24	46.96	Synovial stroma
RA6_D1	37.27_54.91	37.27	54.91	Synovial stroma
RA6_D1	36.16_35.93	36.16	35.93	Synovial stroma
RA6_D1	23.06_39.14	23.06	39.14	Synovial stroma
RA6_D1	35.15_36.87	35.15	36.87	Synovial stroma
RA6_D1	34.1_33.93	34.1	33.93	Synovial stroma
RA6_D1	42.34_49.96	42.34	49.96	Synovial stroma
RA6_D1	43.14_34.93	43.14	34.93	Synovial stroma
RA6_D1	29.1_34.96	29.1	34.96	Synovial stroma
RA6_D1	23.09_45.15	23.09	45.15	Collagenous/Adipose tissue
RA6_D1	37.24_50.88	37.24	50.88	Infiltrate;Synovial stroma
RA6_D1	47.26_52.91	47.26	52.91	Synovial stroma
RA6_D1	38.46_55.99	38.46	55.99	Synovial cell hyperplasia
RA6_D1	40.38_48	40.38	48	Synovial stroma
RA6_D1	28.3_49.94	28.3	49.94	Synovial stroma
RA6_D1	41.39_54.97	41.39	54.97	Synovial stroma
RA6_D1	37.12_42.9	37.12	42.9	Infiltrate
RA6_D1	25.04_37.11	25.04	37.11	Synovial stroma
RA6_D1	46.34_55.88	46.34	55.88	Infiltrate;Synovial stroma
RA6_D1	45.38_48.92	45.38	48.92	Synovial stroma
RA6_D1	44.26_37.93	44.26	37.93	Infiltrate;Synovial stroma
RA6_D1	25.12_39.16	25.12	39.16	Synovial stroma
RA6_D1	52.19_37.83	52.19	37.83	Synovial stroma
RA6_D1	36.22_51.87	36.22	51.87	Infiltrate
RA6_D1	43.38_50.99	43.38	50.99	Synovial stroma
RA6_D1	36.24_47.93	36.24	47.93	Synovial stroma
