image	x_y	x	y	value
RA6_E2	39.92_38.01	39.92	38.01	Synovial stroma
RA6_E2	56.87_30.78	56.87	30.78	Synovial stroma
RA6_E2	63.06_46.84	63.06	46.84	Infiltrate;Synovial stroma
RA6_E2	47.91_45.91	47.91	45.91	Infiltrate;Synovial stroma
RA6_E2	59.93_31.85	59.93	31.85	Synovial stroma
RA6_E2	41.02_40.98	41.02	40.98	Synovial stroma
RA6_E2	49.88_37.87	49.88	37.87	Synovial stroma
RA6_E2	60.9_30.83	60.9	30.83	Synovial stroma
RA6_E2	53.83_27.78	53.83	27.78	Infiltrate;Synovial stroma
RA6_E2	51.8_27.81	51.8	27.81	Infiltrate;Synovial stroma
RA6_E2	57.92_31.85	57.92	31.85	Synovial stroma
RA6_E2	64.99_46.79	64.99	46.79	Synovial stroma
RA6_E2	35.72_27.9	35.72	27.9	Synovial stroma
RA6_E2	50.78_28.8	50.78	28.8	Synovial stroma
RA6_E2	55.99_43.81	55.99	43.81	Synovial stroma
RA6_E2	52.83_30.81	52.83	30.81	Synovial stroma
RA6_E2	34.75_32.88	34.75	32.88	Synovial stroma
RA6_E2	50.87_38.85	50.87	38.85	Synovial stroma
RA6_E2	58.93_36.85	58.93	36.85	Synovial stroma
RA6_E2	54.87_26.77	54.87	26.77	Synovial cell hyperplasia
RA6_E2	59.93_37.86	59.93	37.86	Synovial stroma
RA6_E2	48.76_28.87	48.76	28.87	Synovial stroma
RA6_E2	52.84_36.81	52.84	36.81	Synovial stroma
RA6_E2	61.01_44.8	61.01	44.8	Synovial stroma
RA6_E2	50.92_40.83	50.92	40.83	Synovial stroma
RA6_E2	44.94_38.91	44.94	38.91	Infiltrate;Synovial stroma
RA6_E2	38.94_39.01	38.94	39.01	Synovial stroma
RA6_E2	60_45.83	60	45.83	Synovial stroma
RA6_E2	40.77_24.98	40.77	24.98	Synovial stroma
RA6_E2	41.79_25.94	41.79	25.94	Synovial stroma
RA6_E2	38.95_43.07	38.95	43.07	Synovial stroma;Unknown
RA6_E2	51.9_39.83	51.9	39.83	Synovial stroma
RA6_E2	49.81_29.86	49.81	29.86	Infiltrate;Synovial stroma
RA6_E2	56.99_40.79	56.99	40.79	Synovial stroma
RA6_E2	64_39.84	64	39.84	Synovial stroma
RA6_E2	41.97_43.95	41.97	43.95	Infiltrate;Synovial stroma
RA6_E2	36.82_34.89	36.82	34.89	Synovial stroma
RA6_E2	49.73_25.8	49.73	25.8	Synovial cell hyperplasia
RA6_E2	44.92_32.92	44.92	32.92	Synovial stroma
RA6_E2	44.99_44.96	44.99	44.96	Synovial cell hyperplasia
RA6_E2	59.02_46.85	59.02	46.85	Synovial stroma
RA6_E2	36.94_38.88	36.94	38.88	Synovial stroma
RA6_E2	31.81_30.03	31.81	30.03	Synovial stroma
RA6_E2	41.88_29.93	41.88	29.93	Synovial stroma
RA6_E2	37.81_25.95	37.81	25.95	Synovial stroma
RA6_E2	53.01_50.81	53.01	50.81	Synovial stroma
RA6_E2	45.77_27.9	45.77	27.9	Synovial stroma
RA6_E2	37.95_33.98	37.95	33.98	Synovial stroma
RA6_E2	44.02_45.92	44.02	45.92	Synovial cell hyperplasia
RA6_E2	38.82_26.91	38.82	26.91	Synovial stroma
RA6_E2	49.84_35.84	49.84	35.84	Synovial stroma
RA6_E2	41.95_39.95	41.95	39.95	Infiltrate;Synovial stroma
RA6_E2	60.95_38.83	60.95	38.83	Synovial stroma
RA6_E2	46.8_36.92	46.8	36.92	Infiltrate;Synovial stroma
RA6_E2	60.01_39.87	60.01	39.87	Synovial stroma
RA6_E2	59.91_29.87	59.91	29.87	Synovial stroma
RA6_E2	44.97_42.95	44.97	42.95	Synovial stroma
RA6_E2	62_37.85	62	37.85	Synovial stroma
RA6_E2	50.93_42.86	50.93	42.86	Synovial stroma
RA6_E2	52.83_34.81	52.83	34.81	Synovial stroma
RA6_E2	50.99_50.83	50.99	50.83	Infiltrate;Synovial stroma
RA6_E2	35.83_31.9	35.83	31.9	Synovial stroma
RA6_E2	42.94_44.98	42.94	44.98	Infiltrate;Synovial stroma
RA6_E2	35.88_29.87	35.88	29.87	Synovial stroma
RA6_E2	64_41.79	64	41.79	Synovial stroma
RA6_E2	44.84_28.91	44.84	28.91	Synovial stroma
RA6_E2	36.74_24.9	36.74	24.9	Synovial stroma
RA6_E2	57.04_48.81	57.04	48.81	Synovial stroma
RA6_E2	46.9_42.91	46.9	42.91	Synovial stroma
RA6_E2	38.94_31	38.94	31	Synovial stroma
RA6_E2	53.91_35.79	53.91	35.79	Synovial stroma
RA6_E2	59.9_35.86	59.9	35.86	Synovial stroma
RA6_E2	48.89_40.87	48.89	40.87	Synovial stroma
RA6_E2	61.95_35.86	61.95	35.86	Synovial stroma
RA6_E2	54.06_47.78	54.06	47.78	Infiltrate;Synovial stroma
RA6_E2	47.7_25.86	47.7	25.86	Synovial stroma
RA6_E2	65.02_40.76	65.02	40.76	Synovial stroma
RA6_E2	56.98_38.78	56.98	38.78	Synovial stroma
RA6_E2	44.9_36.93	44.9	36.93	Infiltrate;Synovial stroma
RA6_E2	65.95_45.8	65.95	45.8	Synovial stroma
RA6_E2	50.85_36.86	50.85	36.86	Synovial stroma
RA6_E2	46.81_32.9	46.81	32.9	Infiltrate;Synovial stroma
RA6_E2	43.87_29.92	43.87	29.92	Synovial stroma
RA6_E2	36.81_32.91	36.81	32.91	Synovial stroma
RA6_E2	37.9_36.01	37.9	36.01	Synovial stroma
RA6_E2	43.03_40.96	43.03	40.96	Infiltrate;Synovial stroma
RA6_E2	32.86_35.07	32.86	35.07	Synovial stroma
RA6_E2	54.95_38.78	54.95	38.78	Synovial stroma
RA6_E2	43.93_39.92	43.93	39.92	Infiltrate;Synovial stroma
RA6_E2	63.03_48.8	63.03	48.8	Synovial stroma
RA6_E2	48.79_30.87	48.79	30.87	Infiltrate;Synovial stroma
RA6_E2	51.94_41.83	51.94	41.83	Synovial stroma
RA6_E2	47.85_33.89	47.85	33.89	Infiltrate
RA6_E2	65.06_44.76	65.06	44.76	Synovial stroma
RA6_E2	46.84_38.86	46.84	38.86	Infiltrate;Synovial stroma
RA6_E2	60.01_43.79	60.01	43.79	Synovial stroma
RA6_E2	43.83_27.91	43.83	27.91	Synovial stroma
RA6_E2	48.95_48.91	48.95	48.91	Synovial stroma
RA6_E2	41.05_42.98	41.05	42.98	Infiltrate;Synovial stroma
RA6_E2	46.73_26.89	46.73	26.89	Synovial stroma
RA6_E2	39.98_36.03	39.98	36.03	Synovial stroma
RA6_E2	50.84_30.84	50.84	30.84	Infiltrate
RA6_E2	42.87_30.95	42.87	30.95	Synovial stroma
RA6_E2	51.98_47.88	51.98	47.88	Synovial stroma
RA6_E2	33.81_33.93	33.81	33.93	Synovial stroma
RA6_E2	50.84_32.83	50.84	32.83	Infiltrate;Synovial stroma
RA6_E2	47.89_41.9	47.89	41.9	Synovial stroma
RA6_E2	63_38.81	63	38.81	Synovial stroma
RA6_E2	63.99_37.82	63.99	37.82	Synovial stroma
RA6_E2	62.05_41.83	62.05	41.83	Synovial stroma
RA6_E2	52.92_38.85	52.92	38.85	Synovial stroma
RA6_E2	35.83_33.9	35.83	33.9	Synovial stroma
RA6_E2	38.03_42.05	38.03	42.05	Collagenous/Adipose tissue
RA6_E2	48.83_36.88	48.83	36.88	Infiltrate;Synovial stroma
RA6_E2	59.02_48.88	59.02	48.88	Synovial stroma
RA6_E2	54.93_36.8	54.93	36.8	Synovial stroma
RA6_E2	38.98_41.05	38.98	41.05	Synovial stroma
RA6_E2	54.02_43.82	54.02	43.82	Synovial stroma
RA6_E2	39.02_35	39.02	35	Synovial stroma
RA6_E2	56.94_36.78	56.94	36.78	Synovial stroma
RA6_E2	47.84_31.89	47.84	31.89	Infiltrate;Synovial stroma
RA6_E2	47.94_47.93	47.94	47.93	Synovial stroma
RA6_E2	57.96_39.84	57.96	39.84	Synovial stroma
RA6_E2	65.01_42.83	65.01	42.83	Synovial stroma
RA6_E2	43.96_43.95	43.96	43.95	Synovial cell hyperplasia;Synovial stroma
RA6_E2	57.92_37.87	57.92	37.87	Synovial stroma
RA6_E2	64.96_34.85	64.96	34.85	Synovial stroma
RA6_E2	65.87_33.82	65.87	33.82	Synovial stroma;Unknown
RA6_E2	62.02_39.84	62.02	39.84	Synovial stroma
RA6_E2	43.98_41.93	43.98	41.93	Synovial stroma
RA6_E2	40.86_28.99	40.86	28.99	Infiltrate
RA6_E2	41.85_27.93	41.85	27.93	Synovial stroma
RA6_E2	57.96_41.88	57.96	41.88	Synovial stroma
RA6_E2	35.85_37.88	35.85	37.88	Synovial stroma
RA6_E2	65.91_41.78	65.91	41.78	Synovial stroma
RA6_E2	45.91_45.91	45.91	45.91	Infiltrate;Synovial stroma
RA6_E2	44.97_46.94	44.97	46.94	Synovial cell hyperplasia
RA6_E2	50.96_46.85	50.96	46.85	Infiltrate;Synovial stroma
RA6_E2	48.81_34.85	48.81	34.85	Synovial stroma
RA6_E2	36.9_40.92	36.9	40.92	Collagenous/Adipose tissue
RA6_E2	61.92_33.84	61.92	33.84	Synovial stroma
RA6_E2	51.86_35.81	51.86	35.81	Synovial stroma
RA6_E2	36.74_28.9	36.74	28.9	Synovial stroma
RA6_E2	49.84_33.86	49.84	33.86	Infiltrate
RA6_E2	49.83_31.83	49.83	31.83	Infiltrate;Synovial stroma
RA6_E2	62.04_47.78	62.04	47.78	Infiltrate;Synovial stroma
RA6_E2	57.94_35.86	57.94	35.86	Synovial stroma
RA6_E2	41.85_33.95	41.85	33.95	Synovial stroma
RA6_E2	39.91_31.95	39.91	31.95	Synovial stroma
RA6_E2	54.85_28.79	54.85	28.79	Infiltrate
RA6_E2	51.83_29.84	51.83	29.84	Infiltrate;Synovial stroma
RA6_E2	39.9_27.98	39.9	27.98	Infiltrate;Synovial stroma
RA6_E2	44.95_40.96	44.95	40.96	Synovial stroma
RA6_E2	38.84_24.92	38.84	24.92	Synovial stroma
RA6_E2	37.91_31.99	37.91	31.99	Synovial stroma
RA6_E2	41.93_31.94	41.93	31.94	Infiltrate;Synovial stroma
RA6_E2	47.82_35.88	47.82	35.88	Infiltrate;Synovial stroma
RA6_E2	53.93_33.8	53.93	33.8	Synovial stroma
RA6_E2	51.99_49.85	51.99	49.85	Synovial stroma
RA6_E2	49.95_45.86	49.95	45.86	Synovial stroma
RA6_E2	47.74_27.89	47.74	27.89	Synovial stroma
RA6_E2	53.91_31.78	53.91	31.78	Synovial stroma
RA6_E2	52.73_26.82	52.73	26.82	Synovial stroma
RA6_E2	47.84_37.89	47.84	37.89	Infiltrate;Synovial stroma
RA6_E2	58.91_30.84	58.91	30.84	Synovial stroma
RA6_E2	45.83_31.91	45.83	31.91	Synovial stroma
RA6_E2	56.02_47.81	56.02	47.81	Synovial stroma
RA6_E2	33.85_35.88	33.85	35.88	Synovial stroma
RA6_E2	52.76_28.82	52.76	28.82	Infiltrate
RA6_E2	56.96_46.78	56.96	46.78	Synovial stroma
RA6_E2	30.87_33.03	30.87	33.03	Synovial stroma;Unknown
RA6_E2	43.95_37.94	43.95	37.94	Infiltrate;Synovial stroma
RA6_E2	38.97_36.97	38.97	36.97	Synovial stroma
RA6_E2	36.69_26.87	36.69	26.87	Synovial stroma
RA6_E2	48.94_46.92	48.94	46.92	Infiltrate;Synovial stroma
RA6_E2	51.86_37.84	51.86	37.84	Synovial stroma
RA6_E2	55.87_29.79	55.87	29.79	Synovial stroma
RA6_E2	40.9_36.99	40.9	36.99	Synovial stroma
RA6_E2	46.72_24.92	46.72	24.92	Synovial stroma;Unknown
