image	x_y	x	y	value
2018DiamondCNO-265_C1	17_17	17	17	Synovial stroma
2018DiamondCNO-265_C1	62_18	62	18	Synovial stroma
2018DiamondCNO-265_C1	31_55	31	55	Unknown
2018DiamondCNO-265_C1	37_49	37	49	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	47_15	47	15	Synovial stroma
2018DiamondCNO-265_C1	32_42	32	42	Synovial stroma
2018DiamondCNO-265_C1	11_45	11	45	Infiltrate
2018DiamondCNO-265_C1	53_35	53	35	Synovial cell hyperplasia
2018DiamondCNO-265_C1	43_29	43	29	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	13_45	13	45	Infiltrate;Synovial stroma
2018DiamondCNO-265_C1	6_32	6	32	Synovial stroma
2018DiamondCNO-265_C1	55_17	55	17	Synovial stroma
2018DiamondCNO-265_C1	53_23	53	23	Synovial stroma
2018DiamondCNO-265_C1	5_35	5	35	Synovial stroma
2018DiamondCNO-265_C1	34_28	34	28	Synovial stroma
2018DiamondCNO-265_C1	17_59	17	59	Infiltrate
2018DiamondCNO-265_C1	44_44	44	44	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	26_12	26	12	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	37_55	37	55	Unknown
2018DiamondCNO-265_C1	39_37	39	37	Synovial stroma
2018DiamondCNO-265_C1	27_31	27	31	Synovial stroma
2018DiamondCNO-265_C1	23_1	23	1	Unknown
2018DiamondCNO-265_C1	63_19	63	19	Synovial stroma
2018DiamondCNO-265_C1	42_10	42	10	Synovial stroma
2018DiamondCNO-265_C1	10_36	10	36	Synovial stroma
2018DiamondCNO-265_C1	35_35	35	35	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	63_7	63	7	Synovial stroma
2018DiamondCNO-265_C1	49_43	49	43	Synovial stroma
2018DiamondCNO-265_C1	18_28	18	28	Synovial stroma
2018DiamondCNO-265_C1	4_12	4	12	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	49_11	49	11	Synovial stroma
2018DiamondCNO-265_C1	51_35	51	35	Synovial stroma
2018DiamondCNO-265_C1	50_16	50	16	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	45_35	45	35	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	50_8	50	8	Synovial stroma
2018DiamondCNO-265_C1	32_20	32	20	Synovial stroma
2018DiamondCNO-265_C1	44_28	44	28	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	10_46	10	46	Infiltrate
2018DiamondCNO-265_C1	41_25	41	25	Synovial stroma
2018DiamondCNO-265_C1	59_11	59	11	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	28_34	28	34	Synovial stroma
2018DiamondCNO-265_C1	22_24	22	24	Synovial stroma
2018DiamondCNO-265_C1	32_12	32	12	Synovial stroma
2018DiamondCNO-265_C1	61_11	61	11	Synovial stroma
2018DiamondCNO-265_C1	42_32	42	32	Synovial stroma
2018DiamondCNO-265_C1	54_16	54	16	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	14_52	14	52	Synovial stroma
2018DiamondCNO-265_C1	46_28	46	28	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	13_13	13	13	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	11_19	11	19	Synovial stroma
2018DiamondCNO-265_C1	31_9	31	9	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	24_26	24	26	Synovial stroma
2018DiamondCNO-265_C1	11_63	11	63	Unknown
2018DiamondCNO-265_C1	7_37	7	37	Synovial stroma
2018DiamondCNO-265_C1	36_22	36	22	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	25_5	25	5	Synovial stroma
2018DiamondCNO-265_C1	65_17	65	17	Infiltrate;Synovial stroma
2018DiamondCNO-265_C1	6_46	6	46	Infiltrate
2018DiamondCNO-265_C1	12_40	12	40	Synovial stroma
2018DiamondCNO-265_C1	59_7	59	7	Synovial stroma
2018DiamondCNO-265_C1	52_34	52	34	Synovial stroma
2018DiamondCNO-265_C1	19_13	19	13	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	9_5	9	5	Synovial stroma
2018DiamondCNO-265_C1	8_16	8	16	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	55_37	55	37	Unknown
2018DiamondCNO-265_C1	37_9	37	9	Synovial cell hyperplasia
2018DiamondCNO-265_C1	47_9	47	9	Synovial stroma
2018DiamondCNO-265_C1	8_56	8	56	Unknown
2018DiamondCNO-265_C1	35_41	35	41	Synovial stroma
2018DiamondCNO-265_C1	40_56	40	56	Unknown
2018DiamondCNO-265_C1	50_38	50	38	Synovial stroma
2018DiamondCNO-265_C1	48_22	48	22	Synovial stroma
2018DiamondCNO-265_C1	18_48	18	48	Infiltrate
2018DiamondCNO-265_C1	36_12	36	12	Synovial stroma
2018DiamondCNO-265_C1	62_22	62	22	Synovial stroma
2018DiamondCNO-265_C1	9_7	9	7	Synovial stroma
2018DiamondCNO-265_C1	10_8	10	8	Synovial stroma
2018DiamondCNO-265_C1	48_14	48	14	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	21_21	21	21	Synovial stroma
2018DiamondCNO-265_C1	24_32	24	32	Synovial stroma
2018DiamondCNO-265_C1	28_58	28	58	Unknown
2018DiamondCNO-265_C1	35_53	35	53	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	37_47	37	47	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	54_10	54	10	Synovial stroma
2018DiamondCNO-265_C1	50_28	50	28	Synovial stroma
2018DiamondCNO-265_C1	26_44	26	44	Synovial stroma
2018DiamondCNO-265_C1	35_7	35	7	Unknown
2018DiamondCNO-265_C1	28_14	28	14	Synovial stroma
2018DiamondCNO-265_C1	36_40	36	40	Synovial stroma
2018DiamondCNO-265_C1	25_57	25	57	Infiltrate;Synovial stroma
2018DiamondCNO-265_C1	37_5	37	5	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	18_38	18	38	Synovial stroma
2018DiamondCNO-265_C1	53_7	53	7	Synovial stroma
2018DiamondCNO-265_C1	12_28	12	28	Synovial stroma
2018DiamondCNO-265_C1	61_3	61	3	Synovial stroma
2018DiamondCNO-265_C1	30_44	30	44	Synovial stroma
2018DiamondCNO-265_C1	3_9	3	9	Synovial stroma
2018DiamondCNO-265_C1	48_6	48	6	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	28_6	28	6	Synovial stroma
2018DiamondCNO-265_C1	10_48	10	48	Infiltrate;Synovial stroma
2018DiamondCNO-265_C1	24_18	24	18	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	57_11	57	11	Synovial stroma
2018DiamondCNO-265_C1	20_30	20	30	Synovial stroma
2018DiamondCNO-265_C1	7_11	7	11	Synovial stroma
2018DiamondCNO-265_C1	51_33	51	33	Synovial stroma
2018DiamondCNO-265_C1	14_16	14	16	Synovial stroma
2018DiamondCNO-265_C1	8_34	8	34	Synovial stroma
2018DiamondCNO-265_C1	4_48	4	48	Unknown
2018DiamondCNO-265_C1	14_14	14	14	Synovial stroma
2018DiamondCNO-265_C1	47_51	47	51	Unknown
2018DiamondCNO-265_C1	24_46	24	46	Synovial stroma
2018DiamondCNO-265_C1	10_14	10	14	Synovial stroma
2018DiamondCNO-265_C1	26_50	26	50	Synovial stroma
2018DiamondCNO-265_C1	48_12	48	12	Synovial stroma
2018DiamondCNO-265_C1	14_8	14	8	Synovial stroma
2018DiamondCNO-265_C1	19_3	19	3	Synovial stroma
2018DiamondCNO-265_C1	63_5	63	5	Synovial stroma
2018DiamondCNO-265_C1	1_15	1	15	Unknown
2018DiamondCNO-265_C1	4_20	4	20	Synovial stroma
2018DiamondCNO-265_C1	31_3	31	3	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	24_36	24	36	Synovial stroma
2018DiamondCNO-265_C1	30_52	30	52	Synovial stroma
2018DiamondCNO-265_C1	24_34	24	34	Synovial stroma
2018DiamondCNO-265_C1	23_31	23	31	Synovial stroma
2018DiamondCNO-265_C1	29_59	29	59	Unknown
2018DiamondCNO-265_C1	13_27	13	27	Synovial stroma
2018DiamondCNO-265_C1	39_21	39	21	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	48_4	48	4	Synovial stroma
2018DiamondCNO-265_C1	33_45	33	45	Synovial stroma
2018DiamondCNO-265_C1	59_15	59	15	Synovial stroma
2018DiamondCNO-265_C1	27_45	27	45	Synovial stroma
2018DiamondCNO-265_C1	17_57	17	57	Infiltrate;Synovial stroma
2018DiamondCNO-265_C1	10_28	10	28	Synovial stroma
2018DiamondCNO-265_C1	50_18	50	18	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	10_30	10	30	Synovial stroma
2018DiamondCNO-265_C1	10_4	10	4	Unknown
2018DiamondCNO-265_C1	8_24	8	24	Synovial stroma
2018DiamondCNO-265_C1	52_28	52	28	Synovial stroma
2018DiamondCNO-265_C1	32_48	32	48	Synovial stroma
2018DiamondCNO-265_C1	42_8	42	8	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	28_46	28	46	Synovial stroma
2018DiamondCNO-265_C1	16_52	16	52	Synovial stroma
2018DiamondCNO-265_C1	6_16	6	16	Synovial stroma
2018DiamondCNO-265_C1	42_26	42	26	Synovial stroma
2018DiamondCNO-265_C1	34_18	34	18	Synovial stroma
2018DiamondCNO-265_C1	13_63	13	63	Unknown
2018DiamondCNO-265_C1	41_19	41	19	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	34_4	34	4	Synovial stroma
2018DiamondCNO-265_C1	16_44	16	44	Synovial stroma
2018DiamondCNO-265_C1	14_60	14	60	Infiltrate
2018DiamondCNO-265_C1	16_46	16	46	Infiltrate
2018DiamondCNO-265_C1	18_6	18	6	Collagenous/Adipose tissue
2018DiamondCNO-265_C1	38_40	38	40	Synovial stroma
2018DiamondCNO-265_C1	32_2	32	2	Synovial stroma
2018DiamondCNO-265_C1	1_17	1	17	Unknown
2018DiamondCNO-265_C1	12_48	12	48	Infiltrate;Synovial stroma
2018DiamondCNO-265_C1	11_49	11	49	Infiltrate
2018DiamondCNO-265_C1	13_43	13	43	Synovial stroma
2018DiamondCNO-265_C1	44_18	44	18	Synovial stroma
2018DiamondCNO-265_C1	1_31	1	31	Unknown
2018DiamondCNO-265_C1	15_45	15	45	Infiltrate;Synovial stroma
