image	x_y	x	y	value
2018DiamondCNO-254_D1	49_41	49	41	Synovial stroma
2018DiamondCNO-254_D1	21_39	21	39	Synovial stroma
2018DiamondCNO-254_D1	39_59	39	59	Infiltrate;Synovial stroma
2018DiamondCNO-254_D1	28_28	28	28	Synovial cell hyperplasia
2018DiamondCNO-254_D1	33_21	33	21	Synovial stroma
2018DiamondCNO-254_D1	56_44	56	44	Infiltrate;Synovial stroma
2018DiamondCNO-254_D1	47_35	47	35	Infiltrate;Synovial stroma
2018DiamondCNO-254_D1	34_20	34	20	Synovial stroma
2018DiamondCNO-254_D1	31_27	31	27	Synovial cell hyperplasia
2018DiamondCNO-254_D1	30_48	30	48	Synovial stroma
2018DiamondCNO-254_D1	25_45	25	45	Infiltrate;Synovial stroma
2018DiamondCNO-254_D1	47_27	47	27	Unknown
2018DiamondCNO-254_D1	30_18	30	18	Unknown
2018DiamondCNO-254_D1	25_21	25	21	Unknown
2018DiamondCNO-254_D1	48_44	48	44	Synovial stroma
2018DiamondCNO-254_D1	43_35	43	35	Synovial stroma
2018DiamondCNO-254_D1	58_42	58	42	Unknown
2018DiamondCNO-254_D1	11_45	11	45	Infiltrate;Synovial stroma
2018DiamondCNO-254_D1	31_43	31	43	Infiltrate;Synovial stroma
2018DiamondCNO-254_D1	33_29	33	29	Synovial cell hyperplasia
2018DiamondCNO-254_D1	40_38	40	38	Synovial stroma
2018DiamondCNO-254_D1	25_43	25	43	Synovial stroma
2018DiamondCNO-254_D1	8_48	8	48	Unknown
2018DiamondCNO-254_D1	40_42	40	42	Synovial stroma
2018DiamondCNO-254_D1	43_27	43	27	Infiltrate;Synovial stroma
2018DiamondCNO-254_D1	38_36	38	36	Synovial stroma
2018DiamondCNO-254_D1	41_31	41	31	Synovial stroma
2018DiamondCNO-254_D1	31_57	31	57	Unknown
2018DiamondCNO-254_D1	25_37	25	37	Infiltrate;Synovial stroma
2018DiamondCNO-254_D1	30_52	30	52	Synovial stroma
2018DiamondCNO-254_D1	20_44	20	44	Synovial stroma
2018DiamondCNO-254_D1	31_51	31	51	Synovial stroma
2018DiamondCNO-254_D1	13_51	13	51	Unknown
2018DiamondCNO-254_D1	46_28	46	28	Infiltrate
2018DiamondCNO-254_D1	41_53	41	53	Infiltrate
2018DiamondCNO-254_D1	41_25	41	25	Synovial stroma
2018DiamondCNO-254_D1	10_48	10	48	Synovial stroma
2018DiamondCNO-254_D1	28_30	28	30	Synovial cell hyperplasia
2018DiamondCNO-254_D1	26_32	26	32	Synovial cell hyperplasia
2018DiamondCNO-254_D1	42_40	42	40	Synovial stroma
2018DiamondCNO-254_D1	19_45	19	45	Synovial stroma
2018DiamondCNO-254_D1	41_51	41	51	Infiltrate;Synovial stroma
2018DiamondCNO-254_D1	45_33	45	33	Synovial stroma
2018DiamondCNO-254_D1	33_27	33	27	Synovial stroma
2018DiamondCNO-254_D1	24_26	24	26	Synovial cell hyperplasia
2018DiamondCNO-254_D1	39_29	39	29	Synovial stroma
2018DiamondCNO-254_D1	38_22	38	22	Infiltrate;Synovial stroma
2018DiamondCNO-254_D1	37_29	37	29	Synovial stroma
2018DiamondCNO-254_D1	31_47	31	47	Synovial stroma
2018DiamondCNO-254_D1	35_47	35	47	Infiltrate;Synovial stroma
2018DiamondCNO-254_D1	38_18	38	18	Synovial stroma
2018DiamondCNO-254_D1	38_52	38	52	Infiltrate;Synovial stroma
2018DiamondCNO-254_D1	33_43	33	43	Infiltrate;Synovial stroma
2018DiamondCNO-254_D1	36_26	36	26	Synovial stroma
2018DiamondCNO-254_D1	35_35	35	35	Synovial stroma
2018DiamondCNO-254_D1	52_50	52	50	Infiltrate
2018DiamondCNO-254_D1	34_50	34	50	Synovial stroma
2018DiamondCNO-254_D1	10_32	10	32	Synovial stroma
2018DiamondCNO-254_D1	24_42	24	42	Synovial stroma
2018DiamondCNO-254_D1	26_46	26	46	Synovial stroma
2018DiamondCNO-254_D1	38_20	38	20	Infiltrate;Synovial stroma
2018DiamondCNO-254_D1	35_37	35	37	Synovial stroma
