"","infiltrate"
"X4_8_22","Inf1"
"X4_14_6","Inf10"
"X4_17_7","Inf11"
"X4_18_7","Inf11"
"X4_17_8","Inf11"
"X4_18_8","Inf11"
"X4_20_8","Inf12"
"X4_21_8","Inf12"
"X4_20_19","Inf2"
"X4_20_20","Inf2"
"X4_24_15","Inf3"
"X4_27_14","Inf4"
"X4_28_15","Inf4"
"X4_27_15","Inf4"
"X4_26_11","Inf5"
"X4_26_12","Inf5"
"X4_7_15","Inf6"
"X4_7_16","Inf6"
"X4_9_12","Inf7"
"X4_9_13","Inf7"
"X4_13_9","Inf8"
"X4_12_10","Inf8"
"X4_13_10","Inf8"
"X4_12_6","Inf9"
