image	x_y	x	y	value
RA2_4	29_14	29	14	Synovial stroma
RA2_4	21_18	21	18	Infiltrate
RA2_4	27_25	27	25	Synovial stroma
RA2_4	16_15	16	15	Synovial stroma
RA2_4	13_24	13	24	Infiltrate
RA2_4	17_21	17	21	Synovial stroma
RA2_4	12_26	12	26	Synovial stroma
RA2_4	25_23	25	23	Infiltrate
RA2_4	19_20	19	20	Synovial stroma
RA2_4	22_27	22	27	Synovial stroma
RA2_4	16_26	16	26	Infiltrate
RA2_4	13_25	13	25	Infiltrate
RA2_4	31_19	31	19	Synovial stroma
RA2_4	29_15	29	15	Synovial stroma
RA2_4	13_21	13	21	Synovial stroma
RA2_4	11_19	11	19	Infiltrate
RA2_4	12_17	12	17	Infiltrate
RA2_4	31_22	31	22	Synovial stroma
RA2_4	23_15	23	15	Infiltrate
RA2_4	25_19	25	19	Synovial stroma
RA2_4	26_13	26	13	Synovial stroma
RA2_4	28_14	28	14	Synovial stroma
RA2_4	21_13	21	13	Infiltrate
RA2_4	15_17	15	17	Synovial stroma
RA2_4	26_16	26	16	Synovial stroma
RA2_4	14_23	14	23	Infiltrate
RA2_4	21_16	21	16	Infiltrate
RA2_4	25_10	25	10	Synovial stroma
RA2_4	13_26	13	26	Infiltrate
RA2_4	26_15	26	15	Synovial stroma
RA2_4	19_25	19	25	Synovial stroma
RA2_4	20_15	20	15	Infiltrate
RA2_4	25_17	25	17	Synovial stroma
RA2_4	21_14	21	14	Infiltrate
RA2_4	18_12	18	12	Synovial stroma
RA2_4	10_15	10	15	Synovial stroma
RA2_4	16_21	16	21	Synovial stroma
RA2_4	26_11	26	11	Synovial stroma
RA2_4	14_12	14	12	Synovial stroma
RA2_4	16_17	16	17	Synovial stroma
RA2_4	32_17	32	17	Synovial stroma
RA2_4	9_16	9	16	Synovial stroma
RA2_4	17_12	17	12	Synovial stroma
RA2_4	10_24	10	24	Infiltrate
RA2_4	10_22	10	22	Infiltrate
RA2_4	14_13	14	13	Synovial stroma
RA2_4	26_12	26	12	Synovial stroma
RA2_4	30_23	30	23	Synovial stroma
RA2_4	15_14	15	14	Synovial stroma
