image	x_y	x	y	value
RA2_7	13_11	13	11	Synovial stroma
RA2_7	12_17	12	17	Synovial stroma
RA2_7	25_19	25	19	Infiltrate
RA2_7	17_24	17	24	Infiltrate
RA2_7	22_23	22	23	Synovial stroma
RA2_7	28_20	28	20	Synovial stroma
RA2_7	19_19	19	19	Synovial stroma
RA2_7	10_22	10	22	Infiltrate
RA2_7	23_20	23	20	Synovial stroma
RA2_7	22_22	22	22	Infiltrate
RA2_7	13_21	13	21	Infiltrate
RA2_7	24_20	24	20	Synovial stroma
RA2_7	18_17	18	17	Synovial stroma
RA2_7	24_15	24	15	Synovial stroma
RA2_7	22_11	22	11	Infiltrate
RA2_7	8_19	8	19	Infiltrate
RA2_7	12_23	12	23	Infiltrate
RA2_7	14_15	14	15	Synovial stroma
RA2_7	20_23	20	23	Synovial stroma
RA2_7	21_22	21	22	Infiltrate
RA2_7	23_22	23	22	Infiltrate
RA2_7	25_20	25	20	Synovial stroma
RA2_7	14_18	14	18	Synovial stroma
RA2_7	23_11	23	11	Infiltrate
RA2_7	14_19	14	19	Synovial stroma
RA2_7	17_12	17	12	Synovial stroma
RA2_7	11_12	11	12	Synovial stroma
RA2_7	14_11	14	11	Synovial stroma
RA2_7	21_12	21	12	Infiltrate
RA2_7	19_23	19	23	Infiltrate
RA2_7	19_17	19	17	Synovial stroma
RA2_7	9_18	9	18	Infiltrate
RA2_7	16_19	16	19	Synovial stroma
RA2_7	15_12	15	12	Synovial stroma
RA2_7	18_22	18	22	Infiltrate
RA2_7	21_20	21	20	Infiltrate
RA2_7	19_14	19	14	Infiltrate
RA2_7	12_22	12	22	Infiltrate
RA2_7	10_16	10	16	Infiltrate
RA2_7	25_10	25	10	Synovial stroma
RA2_7	11_14	11	14	Synovial stroma
RA2_7	17_10	17	10	Synovial stroma
RA2_7	13_14	13	14	Synovial stroma
RA2_7	11_17	11	17	Synovial stroma
RA2_7	28_18	28	18	Synovial stroma
RA2_7	8_20	8	20	Infiltrate
RA2_7	18_14	18	14	Infiltrate
RA2_7	17_19	17	19	Synovial stroma
RA2_7	13_24	13	24	Infiltrate
RA2_7	25_18	25	18	Infiltrate
RA2_7	15_15	15	15	Synovial stroma
RA2_7	29_19	29	19	Synovial stroma
RA2_7	12_21	12	21	Infiltrate
RA2_7	10_14	10	14	Synovial stroma
RA2_7	17_14	17	14	Synovial stroma
RA2_7	16_17	16	17	Synovial stroma
RA2_7	26_20	26	20	Synovial stroma
RA2_7	11_22	11	22	Infiltrate
RA2_7	25_15	25	15	Synovial stroma
RA2_7	18_21	18	21	Synovial stroma
RA2_7	11_18	11	18	Synovial stroma
RA2_7	17_16	17	16	Synovial stroma
RA2_7	23_15	23	15	Synovial stroma
RA2_7	27_18	27	18	Infiltrate
RA2_7	10_12	10	12	Synovial stroma
RA2_7	8_23	8	23	Infiltrate;Synovial stroma
RA2_7	9_24	9	24	Synovial stroma
RA2_7	23_12	23	12	Infiltrate
RA2_7	7_12	7	12	Synovial stroma
RA2_7	21_15	21	15	Infiltrate;Synovial stroma
RA2_7	13_26	13	26	Infiltrate
RA2_7	20_24	20	24	Synovial stroma
RA2_7	8_18	8	18	Infiltrate
RA2_7	14_16	14	16	Synovial stroma
RA2_7	10_11	10	11	Synovial stroma
RA2_7	26_16	26	16	Synovial stroma
RA2_7	9_20	9	20	Infiltrate
RA2_7	10_19	10	19	Infiltrate
RA2_7	16_21	16	21	Synovial stroma
RA2_7	14_26	14	26	Infiltrate
RA2_7	13_22	13	22	Infiltrate
RA2_7	9_13	9	13	Synovial stroma
RA2_7	12_10	12	10	Synovial stroma
RA2_7	9_14	9	14	Synovial stroma
RA2_7	12_11	12	11	Synovial stroma
RA2_7	7_13	7	13	Synovial stroma
RA2_7	18_12	18	12	Synovial stroma
RA2_7	19_18	19	18	Synovial stroma
RA2_7	16_15	16	15	Synovial stroma
RA2_7	16_23	16	23	Synovial stroma
RA2_7	13_19	13	19	Synovial stroma
RA2_7	15_22	15	22	Synovial stroma
RA2_7	20_14	20	14	Infiltrate
RA2_7	20_11	20	11	Infiltrate
RA2_7	8_15	8	15	Synovial stroma
RA2_7	15_26	15	26	Synovial stroma
RA2_7	20_21	20	21	Infiltrate
RA2_7	14_14	14	14	Synovial stroma
RA2_7	11_11	11	11	Synovial stroma
RA2_7	20_20	20	20	Synovial stroma
RA2_7	22_21	22	21	Infiltrate
RA2_7	21_10	21	10	Infiltrate
RA2_7	18_11	18	11	Synovial stroma
RA2_7	9_12	9	12	Synovial stroma
RA2_7	12_12	12	12	Synovial stroma
RA2_7	14_12	14	12	Synovial stroma
RA2_7	22_12	22	12	Infiltrate
RA2_7	24_10	24	10	Synovial stroma
RA2_7	23_10	23	10	Infiltrate
RA2_7	12_25	12	25	Infiltrate
RA2_7	9_16	9	16	Infiltrate
RA2_7	25_23	25	23	Unknown
RA2_7	27_15	27	15	Synovial stroma
RA2_7	13_13	13	13	Synovial stroma
RA2_7	28_17	28	17	Synovial stroma
RA2_7	9_15	9	15	Synovial stroma
RA2_7	18_16	18	16	Infiltrate
RA2_7	25_14	25	14	Synovial stroma
RA2_7	17_21	17	21	Synovial stroma
RA2_7	27_20	27	20	Synovial stroma
RA2_7	13_20	13	20	Infiltrate;Synovial stroma
RA2_7	24_18	24	18	Synovial stroma
RA2_7	6_19	6	19	Infiltrate
RA2_7	7_15	7	15	Synovial stroma
RA2_7	21_19	21	19	Synovial stroma
RA2_7	18_13	18	13	Infiltrate
RA2_7	21_24	21	24	Synovial stroma
RA2_7	17_20	17	20	Synovial stroma
RA2_7	27_13	27	13	Synovial stroma
RA2_7	24_11	24	11	Synovial stroma
RA2_7	25_16	25	16	Synovial stroma
RA2_7	23_17	23	17	Synovial stroma
RA2_7	24_13	24	13	Synovial stroma
RA2_7	21_18	21	18	Synovial stroma
RA2_7	19_16	19	16	Infiltrate
RA2_7	7_20	7	20	Infiltrate
RA2_7	28_19	28	19	Synovial stroma
RA2_7	16_10	16	10	Synovial stroma
RA2_7	15_25	15	25	Infiltrate;Synovial stroma
RA2_7	21_11	21	11	Infiltrate
RA2_7	23_13	23	13	Infiltrate
RA2_7	12_16	12	16	Synovial stroma
RA2_7	7_19	7	19	Infiltrate
RA2_7	14_10	14	10	Synovial stroma
RA2_7	12_18	12	18	Synovial stroma
RA2_7	13_17	13	17	Synovial stroma
RA2_7	20_10	20	10	Infiltrate
RA2_7	21_16	21	16	Synovial stroma
RA2_7	11_20	11	20	Infiltrate
RA2_7	11_23	11	23	Infiltrate
RA2_7	20_15	20	15	Infiltrate
RA2_7	25_11	25	11	Synovial stroma
RA2_7	15_16	15	16	Synovial stroma
RA2_7	15_19	15	19	Synovial stroma
RA2_7	23_19	23	19	Synovial stroma
RA2_7	11_15	11	15	Synovial stroma
RA2_7	14_13	14	13	Synovial stroma
RA2_7	12_13	12	13	Synovial stroma
RA2_7	16_13	16	13	Synovial stroma
RA2_7	18_19	18	19	Synovial stroma
RA2_7	22_14	22	14	Infiltrate
RA2_7	15_21	15	21	Synovial stroma
RA2_7	14_23	14	23	Synovial stroma
RA2_7	16_24	16	24	Synovial stroma
RA2_7	9_19	9	19	Infiltrate
RA2_7	8_14	8	14	Synovial stroma
RA2_7	12_24	12	24	Infiltrate
RA2_7	7_16	7	16	Synovial stroma
RA2_7	15_23	15	23	Synovial stroma
RA2_7	8_21	8	21	Infiltrate
RA2_7	25_12	25	12	Synovial stroma
RA2_7	16_12	16	12	Synovial stroma
RA2_7	29_18	29	18	Synovial stroma
RA2_7	25_13	25	13	Synovial stroma
RA2_7	22_13	22	13	Infiltrate
RA2_7	8_13	8	13	Synovial stroma
RA2_7	20_19	20	19	Synovial stroma
RA2_7	11_21	11	21	Infiltrate
RA2_7	16_20	16	20	Synovial stroma
RA2_7	15_13	15	13	Synovial stroma
RA2_7	26_15	26	15	Synovial stroma
