image	x_y	x	y	value
2018DiamondCNO-308_E2	31_33	31	33	Synovial stroma
2018DiamondCNO-308_E2	33_39	33	39	Synovial stroma
2018DiamondCNO-308_E2	15_31	15	31	Collagenous/Adipose tissue
2018DiamondCNO-308_E2	8_38	8	38	Synovial stroma
2018DiamondCNO-308_E2	34_44	34	44	Unknown
2018DiamondCNO-308_E2	24_16	24	16	Synovial stroma
2018DiamondCNO-308_E2	41_41	41	41	Synovial stroma
2018DiamondCNO-308_E2	49_31	49	31	Unknown
2018DiamondCNO-308_E2	36_42	36	42	Synovial stroma
2018DiamondCNO-308_E2	31_47	31	47	Unknown
2018DiamondCNO-308_E2	22_30	22	30	Synovial stroma
2018DiamondCNO-308_E2	27_25	27	25	Collagenous/Adipose tissue
2018DiamondCNO-308_E2	37_43	37	43	Unknown
2018DiamondCNO-308_E2	26_34	26	34	Synovial stroma
2018DiamondCNO-308_E2	11_51	11	51	Infiltrate
2018DiamondCNO-308_E2	28_32	28	32	Synovial stroma
2018DiamondCNO-308_E2	13_43	13	43	Unknown
2018DiamondCNO-308_E2	16_12	16	12	Synovial stroma
2018DiamondCNO-308_E2	33_45	33	45	Unknown
2018DiamondCNO-308_E2	30_6	30	6	Unknown
2018DiamondCNO-308_E2	26_24	26	24	Collagenous/Adipose tissue
2018DiamondCNO-308_E2	18_42	18	42	Infiltrate;Synovial stroma
2018DiamondCNO-308_E2	4_34	4	34	Unknown
2018DiamondCNO-308_E2	8_26	8	26	Synovial stroma
2018DiamondCNO-308_E2	39_35	39	35	Synovial stroma
2018DiamondCNO-308_E2	4_24	4	24	Unknown
2018DiamondCNO-308_E2	28_38	28	38	Collagenous/Adipose tissue
2018DiamondCNO-308_E2	26_30	26	30	Synovial stroma
2018DiamondCNO-308_E2	27_39	27	39	Synovial stroma
2018DiamondCNO-308_E2	13_15	13	15	Unknown
2018DiamondCNO-308_E2	24_50	24	50	Collagenous/Adipose tissue
2018DiamondCNO-308_E2	21_31	21	31	Collagenous/Adipose tissue
2018DiamondCNO-308_E2	15_23	15	23	Infiltrate;Synovial stroma
2018DiamondCNO-308_E2	38_26	38	26	Collagenous/Adipose tissue
2018DiamondCNO-308_E2	43_15	43	15	Synovial cell hyperplasia
2018DiamondCNO-308_E2	33_37	33	37	Infiltrate;Synovial stroma
2018DiamondCNO-308_E2	32_42	32	42	Synovial stroma
2018DiamondCNO-308_E2	9_45	9	45	Synovial stroma
2018DiamondCNO-308_E2	36_48	36	48	Infiltrate;Synovial stroma
2018DiamondCNO-308_E2	35_25	35	25	Synovial stroma
2018DiamondCNO-308_E2	27_9	27	9	Synovial stroma
2018DiamondCNO-308_E2	11_19	11	19	Collagenous/Adipose tissue
2018DiamondCNO-308_E2	5_49	5	49	Infiltrate
2018DiamondCNO-308_E2	32_38	32	38	Synovial stroma
2018DiamondCNO-308_E2	50_46	50	46	Synovial stroma
2018DiamondCNO-308_E2	42_48	42	48	Infiltrate
2018DiamondCNO-308_E2	8_48	8	48	Unknown
2018DiamondCNO-308_E2	20_26	20	26	Synovial stroma
2018DiamondCNO-308_E2	50_44	50	44	Unknown
2018DiamondCNO-308_E2	33_49	33	49	Unknown
2018DiamondCNO-308_E2	26_22	26	22	Collagenous/Adipose tissue
2018DiamondCNO-308_E2	33_35	33	35	Synovial cell hyperplasia
2018DiamondCNO-308_E2	28_28	28	28	Collagenous/Adipose tissue
2018DiamondCNO-308_E2	45_23	45	23	Unknown
2018DiamondCNO-308_E2	30_14	30	14	Collagenous/Adipose tissue
2018DiamondCNO-308_E2	32_36	32	36	Unknown
2018DiamondCNO-308_E2	40_28	40	28	Collagenous/Adipose tissue
2018DiamondCNO-308_E2	19_23	19	23	Synovial stroma
2018DiamondCNO-308_E2	2_36	2	36	Unknown
2018DiamondCNO-308_E2	41_21	41	21	Collagenous/Adipose tissue
2018DiamondCNO-308_E2	37_49	37	49	Synovial stroma
2018DiamondCNO-308_E2	34_26	34	26	Synovial stroma
2018DiamondCNO-308_E2	39_15	39	15	Infiltrate;Synovial stroma
2018DiamondCNO-308_E2	46_36	46	36	Unknown
2018DiamondCNO-308_E2	21_19	21	19	Collagenous/Adipose tissue
2018DiamondCNO-308_E2	38_48	38	48	Synovial stroma
2018DiamondCNO-308_E2	28_12	28	12	Collagenous/Adipose tissue
2018DiamondCNO-308_E2	42_50	42	50	Synovial cell hyperplasia
2018DiamondCNO-308_E2	40_38	40	38	Unknown
2018DiamondCNO-308_E2	28_18	28	18	Collagenous/Adipose tissue
2018DiamondCNO-308_E2	22_40	22	40	Synovial stroma
2018DiamondCNO-308_E2	46_46	46	46	Infiltrate;Synovial stroma
2018DiamondCNO-308_E2	13_29	13	29	Synovial stroma
2018DiamondCNO-308_E2	21_15	21	15	Synovial stroma
2018DiamondCNO-308_E2	27_49	27	49	Synovial stroma
2018DiamondCNO-308_E2	9_31	9	31	Synovial stroma
2018DiamondCNO-308_E2	17_53	17	53	Unknown
2018DiamondCNO-308_E2	15_19	15	19	Synovial stroma
2018DiamondCNO-308_E2	16_20	16	20	Synovial stroma
2018DiamondCNO-308_E2	18_20	18	20	Infiltrate;Synovial stroma
2018DiamondCNO-308_E2	22_18	22	18	Unknown
2018DiamondCNO-308_E2	43_41	43	41	Synovial stroma
2018DiamondCNO-308_E2	19_35	19	35	Synovial stroma
2018DiamondCNO-308_E2	47_47	47	47	Infiltrate;Synovial stroma
2018DiamondCNO-308_E2	24_28	24	28	Synovial stroma
2018DiamondCNO-308_E2	49_29	49	29	Synovial cell hyperplasia
2018DiamondCNO-308_E2	14_24	14	24	Infiltrate;Synovial stroma
2018DiamondCNO-308_E2	13_21	13	21	Synovial stroma
2018DiamondCNO-308_E2	15_33	15	33	Synovial stroma
2018DiamondCNO-308_E2	31_41	31	41	Synovial stroma
2018DiamondCNO-308_E2	21_33	21	33	Synovial stroma
2018DiamondCNO-308_E2	35_27	35	27	Synovial stroma
2018DiamondCNO-308_E2	45_47	45	47	Unknown
2018DiamondCNO-308_E2	4_44	4	44	Unknown
2018DiamondCNO-308_E2	19_43	19	43	Synovial stroma
2018DiamondCNO-308_E2	47_29	47	29	Synovial cell hyperplasia
2018DiamondCNO-308_E2	46_48	46	48	Infiltrate
2018DiamondCNO-308_E2	20_10	20	10	Synovial stroma
2018DiamondCNO-308_E2	17_31	17	31	Synovial stroma
2018DiamondCNO-308_E2	26_20	26	20	Synovial stroma
2018DiamondCNO-308_E2	35_41	35	41	Synovial stroma
2018DiamondCNO-308_E2	35_23	35	23	Synovial stroma
