image	x_y	x	y	value
2018DiamondCNO-265_E2	42_48	42	48	Infiltrate;Synovial stroma
2018DiamondCNO-265_E2	45_17	45	17	Collagenous/Adipose tissue
2018DiamondCNO-265_E2	39_9	39	9	Collagenous/Adipose tissue
2018DiamondCNO-265_E2	7_13	7	13	Collagenous/Adipose tissue
2018DiamondCNO-265_E2	7_39	7	39	Synovial stroma
2018DiamondCNO-265_E2	66_50	66	50	Unknown
2018DiamondCNO-265_E2	28_24	28	24	Collagenous/Adipose tissue
2018DiamondCNO-265_E2	14_44	14	44	Synovial stroma
2018DiamondCNO-265_E2	46_52	46	52	Unknown
2018DiamondCNO-265_E2	34_46	34	46	Collagenous/Adipose tissue
2018DiamondCNO-265_E2	4_58	4	58	Unknown
2018DiamondCNO-265_E2	23_33	23	33	Collagenous/Adipose tissue
2018DiamondCNO-265_E2	5_47	5	47	Infiltrate;Synovial stroma
2018DiamondCNO-265_E2	62_26	62	26	Unknown
2018DiamondCNO-265_E2	20_28	20	28	Synovial stroma
2018DiamondCNO-265_E2	41_23	41	23	Collagenous/Adipose tissue
2018DiamondCNO-265_E2	19_5	19	5	Collagenous/Adipose tissue
2018DiamondCNO-265_E2	29_39	29	39	Collagenous/Adipose tissue
2018DiamondCNO-265_E2	28_54	28	54	Collagenous/Adipose tissue
2018DiamondCNO-265_E2	12_14	12	14	Collagenous/Adipose tissue
2018DiamondCNO-265_E2	48_26	48	26	Synovial stroma
2018DiamondCNO-265_E2	41_17	41	17	Collagenous/Adipose tissue
2018DiamondCNO-265_E2	60_6	60	6	Synovial stroma
2018DiamondCNO-265_E2	31_29	31	29	Collagenous/Adipose tissue
2018DiamondCNO-265_E2	22_2	22	2	Collagenous/Adipose tissue
2018DiamondCNO-265_E2	15_59	15	59	Synovial stroma
2018DiamondCNO-265_E2	45_15	45	15	Collagenous/Adipose tissue
2018DiamondCNO-265_E2	1_53	1	53	Unknown
2018DiamondCNO-265_E2	4_30	4	30	Collagenous/Adipose tissue
2018DiamondCNO-265_E2	20_54	20	54	Synovial stroma
2018DiamondCNO-265_E2	6_26	6	26	Synovial stroma
2018DiamondCNO-265_E2	22_52	22	52	Synovial stroma
