x,y,score,sample,section
5878,27,38,0,RA2,Section4
5879,27,39,0,RA2,Section4
5880,27,40,NA,RA2,Section4
5881,28,1,NA,RA2,Section4
5882,28,2,NA,RA2,Section4
5883,28,3,0.458706226063793,RA2,Section4
5884,28,4,0.370319035038654,RA2,Section4
5885,28,5,0.216161570646015,RA2,Section4
5886,28,6,0,RA2,Section4
5887,28,7,0,RA2,Section4
5888,28,8,0,RA2,Section4
5889,28,9,0,RA2,Section4
5890,28,10,0,RA2,Section4
5891,28,11,0,RA2,Section4
5892,28,12,0,RA2,Section4
5893,28,13,0,RA2,Section4
5894,28,14,0,RA2,Section4
5895,28,15,0.335402535595006,RA2,Section4
5896,28,16,0.933102305708344,RA2,Section4
5897,28,17,0.428467566490605,RA2,Section4
5898,28,18,0,RA2,Section4
5899,28,19,0,RA2,Section4
5900,28,20,0,RA2,Section4
5901,28,21,0.025294528235654,RA2,Section4
5902,28,22,0,RA2,Section4
5903,28,23,0.153580481017453,RA2,Section4
5904,28,24,0.568112059395767,RA2,Section4
5905,28,25,0.470748753941488,RA2,Section4
5906,28,26,0.268527947026052,RA2,Section4
5907,28,27,0.129153654959146,RA2,Section4
5908,28,28,0,RA2,Section4
5909,28,29,0,RA2,Section4
5910,28,30,0,RA2,Section4
5911,28,31,0.0323600245580026,RA2,Section4
5912,28,32,0,RA2,Section4
5913,28,33,0.0912295703470954,RA2,Section4
5914,28,34,0.352882603410376,RA2,Section4
5915,28,35,0.457703478808287,RA2,Section4
5916,28,36,0.666454073654491,RA2,Section4
5917,28,37,0.334974453223405,RA2,Section4
5918,28,38,0,RA2,Section4
5919,28,39,0,RA2,Section4
5920,28,40,NA,RA2,Section4
5921,29,1,NA,RA2,Section4
5922,29,2,NA,RA2,Section4
5923,29,3,0.543864375027517,RA2,Section4
5924,29,4,0.483984873054734,RA2,Section4
5925,29,5,0.181659173900201,RA2,Section4
5926,29,6,0,RA2,Section4
5927,29,7,0,RA2,Section4
5928,29,8,0,RA2,Section4
5929,29,9,0,RA2,Section4
5930,29,10,0,RA2,Section4
5931,29,11,0,RA2,Section4
5932,29,12,0,RA2,Section4
5933,29,13,0,RA2,Section4
5934,29,14,0.0519566055440364,RA2,Section4
5935,29,15,1.08950916788073,RA2,Section4
5936,29,16,1.338672066034,RA2,Section4
5937,29,17,0.301119503697291,RA2,Section4
5938,29,18,0,RA2,Section4
5939,29,19,0,RA2,Section4
5940,29,20,0.130282887218888,RA2,Section4
5941,29,21,0.309085177516332,RA2,Section4
5942,29,22,0.28565859053565,RA2,Section4
5943,29,23,0.585648892277335,RA2,Section4
5944,29,24,0.675067227558759,RA2,Section4
5945,29,25,0.558226842514252,RA2,Section4
5946,29,26,0.390306557937519,RA2,Section4
5947,29,27,0.0926153646037146,RA2,Section4
5948,29,28,0,RA2,Section4
5949,29,29,0,RA2,Section4
5950,29,30,0.151459918053559,RA2,Section4
5951,29,31,0.381045089984657,RA2,Section4
5952,29,32,0.382708255772563,RA2,Section4
5953,29,33,0.556260171622362,RA2,Section4
5954,29,34,0.432439624647,RA2,Section4
5955,29,35,0.907411294300607,RA2,Section4
5956,29,36,0.981186648370162,RA2,Section4
5957,29,37,0.244561945653278,RA2,Section4
5958,29,38,0,RA2,Section4
5959,29,39,0,RA2,Section4
5960,29,40,NA,RA2,Section4
5961,30,1,NA,RA2,Section4
5962,30,2,NA,RA2,Section4
5963,30,3,NA,RA2,Section4
5964,30,4,0.460034777226967,RA2,Section4
5965,30,5,0.150944812069968,RA2,Section4
5966,30,6,0,RA2,Section4
5967,30,7,0,RA2,Section4
5968,30,8,0,RA2,Section4
5969,30,9,0,RA2,Section4
5970,30,10,0,RA2,Section4
5971,30,11,0,RA2,Section4
5972,30,12,0,RA2,Section4
5973,30,13,0,RA2,Section4
5974,30,14,0.179304668337348,RA2,Section4
5975,30,15,0.832160624187657,RA2,Section4
5976,30,16,0.483623752227583,RA2,Section4
5977,30,17,0.0786609116186601,RA2,Section4
5978,30,18,0.078818971146805,RA2,Section4
5979,30,19,0.0625995402586903,RA2,Section4
5980,30,20,0.448137337209956,RA2,Section4
5981,30,21,0.636861321333721,RA2,Section4
5982,30,22,0.674423060201067,RA2,Section4
5983,30,23,0.6623770385541,RA2,Section4
5984,30,24,0.284351480257907,RA2,Section4
5985,30,25,0.412226565892151,RA2,Section4
5986,30,26,0.492168755509527,RA2,Section4
5987,30,27,0.202941952082764,RA2,Section4
5988,30,28,0.116643768170512,RA2,Section4
5989,30,29,0.0670180223423449,RA2,Section4
5990,30,30,0.540716758700103,RA2,Section4
5991,30,31,0.816904718163832,RA2,Section4
5992,30,32,0.950513844420447,RA2,Section4
5993,30,33,0.778768859852172,RA2,Section4
5994,30,34,0.253168661349509,RA2,Section4
5995,30,35,0.586818606838166,RA2,Section4
5996,30,36,0.370148079112971,RA2,Section4
5997,30,37,0,RA2,Section4
5998,30,38,0,RA2,Section4
5999,30,39,NA,RA2,Section4
6000,30,40,NA,RA2,Section4
6001,31,1,NA,RA2,Section4
6002,31,2,NA,RA2,Section4
6003,31,3,NA,RA2,Section4
6004,31,4,0.428875673285607,RA2,Section4
6005,31,5,0.112059092669505,RA2,Section4
6006,31,6,0,RA2,Section4
6007,31,7,0,RA2,Section4
6008,31,8,0,RA2,Section4
6009,31,9,0,RA2,Section4
6010,31,10,0,RA2,Section4
6011,31,11,0,RA2,Section4
6012,31,12,0,RA2,Section4
6013,31,13,0,RA2,Section4
6014,31,14,0,RA2,Section4
6015,31,15,0.0684282024724152,RA2,Section4
6016,31,16,0.0841401960835652,RA2,Section4
6017,31,17,0.262669864601401,RA2,Section4
6018,31,18,0.15316953125484,RA2,Section4
6019,31,19,0.109920026330996,RA2,Section4
6020,31,20,0.346858054409302,RA2,Section4
6021,31,21,0.486310204605867,RA2,Section4
6022,31,22,0.626158676229036,RA2,Section4
6023,31,23,0.231082169550409,RA2,Section4
6024,31,24,0.169630278010876,RA2,Section4
6025,31,25,0.617587314298046,RA2,Section4
6026,31,26,0.644590086014501,RA2,Section4
6027,31,27,0.412602596411824,RA2,Section4
6028,31,28,0.231595870084528,RA2,Section4
6029,31,29,0.125159285361288,RA2,Section4
6030,31,30,0.424892700142996,RA2,Section4
6031,31,31,0.65544911705237,RA2,Section4
6032,31,32,0.896802964304243,RA2,Section4
6033,31,33,0.344945068201041,RA2,Section4
6034,31,34,0,RA2,Section4
6035,31,35,0.0445962765937556,RA2,Section4
6036,31,36,0,RA2,Section4
6037,31,37,0,RA2,Section4
6038,31,38,0,RA2,Section4
6039,31,39,NA,RA2,Section4
6040,31,40,NA,RA2,Section4
6041,32,1,NA,RA2,Section4
6042,32,2,NA,RA2,Section4
6043,32,3,NA,RA2,Section4
6044,32,4,NA,RA2,Section4
6045,32,5,0.073173373269046,RA2,Section4
6046,32,6,0,RA2,Section4
6047,32,7,0,RA2,Section4
6048,32,8,0,RA2,Section4
6049,32,9,0,RA2,Section4
6050,32,10,0,RA2,Section4
6051,32,11,0,RA2,Section4
6052,32,12,0,RA2,Section4
6053,32,13,0,RA2,Section4
6054,32,14,0,RA2,Section4
6055,32,15,0,RA2,Section4
6056,32,16,0.160294083311792,RA2,Section4
6057,32,17,0.268998450914066,RA2,Section4
6058,32,18,0.0904687823962502,RA2,Section4
6059,32,19,0,RA2,Section4
6060,32,20,0.0630674051286315,RA2,Section4
6061,32,21,0.167729218654316,RA2,Section4
6062,32,22,0.218096749631249,RA2,Section4
6063,32,23,0.132140445887221,RA2,Section4
6064,32,24,0.471214891805625,RA2,Section4
6065,32,25,0.582200676599805,RA2,Section4
6066,32,26,0.444803502269339,RA2,Section4
6067,32,27,0.618105849469802,RA2,Section4
6068,32,28,0.249107676943179,RA2,Section4
6069,32,29,0,RA2,Section4
6070,32,30,0.0762076347163485,RA2,Section4
6071,32,31,0.238783301152085,RA2,Section4
6072,32,32,0.326306079148494,RA2,Section4
6073,32,33,0,RA2,Section4
6074,32,34,0,RA2,Section4
6075,32,35,0,RA2,Section4
6076,32,36,0,RA2,Section4
6077,32,37,0,RA2,Section4
6078,32,38,0,RA2,Section4
6079,32,39,NA,RA2,Section4
6080,32,40,NA,RA2,Section4
6081,33,1,NA,RA2,Section4
6082,33,2,NA,RA2,Section4
6083,33,3,NA,RA2,Section4
6084,33,4,NA,RA2,Section4
6085,33,5,0.0342876538685875,RA2,Section4
6086,33,6,0,RA2,Section4
6087,33,7,0,RA2,Section4
6088,33,8,0,RA2,Section4
6089,33,9,0,RA2,Section4
6090,33,10,0,RA2,Section4
6091,33,11,0,RA2,Section4
6092,33,12,0,RA2,Section4
6093,33,13,0,RA2,Section4
6094,33,14,0,RA2,Section4
6095,33,15,0,RA2,Section4
6096,33,16,0.0922721095164385,RA2,Section4
6097,33,17,0.0849894979313242,RA2,Section4
6098,33,18,0,RA2,Section4
6099,33,19,0,RA2,Section4
6100,33,20,0,RA2,Section4
6101,33,21,0,RA2,Section4
6102,33,22,0.0622807771474251,RA2,Section4
6103,33,23,0.389576465195876,RA2,Section4
6104,33,24,0.423085784631327,RA2,Section4
6105,33,25,0.17820582042042,RA2,Section4
6106,33,26,0.404819466593058,RA2,Section4
6107,33,27,0.818901007852053,RA2,Section4
6108,33,28,0.31381087680035,RA2,Section4
6109,33,29,0,RA2,Section4
6110,33,30,0,RA2,Section4
6111,33,31,0,RA2,Section4
6112,33,32,0,RA2,Section4
6113,33,33,0,RA2,Section4
6114,33,34,0,RA2,Section4
6115,33,35,0,RA2,Section4
6116,33,36,0,RA2,Section4
6117,33,37,0,RA2,Section4
6118,33,38,0,RA2,Section4
6119,33,39,NA,RA2,Section4
6120,33,40,NA,RA2,Section4
6121,34,1,NA,RA2,Section4
6122,34,2,NA,RA2,Section4
6123,34,3,NA,RA2,Section4
6124,34,4,NA,RA2,Section4
6125,34,5,NA,RA2,Section4
6126,34,6,0,RA2,Section4
6127,34,7,0,RA2,Section4
6128,34,8,0,RA2,Section4
6129,34,9,0,RA2,Section4
6130,34,10,0,RA2,Section4
6131,34,11,0,RA2,Section4
6132,34,12,0,RA2,Section4
6133,34,13,0,RA2,Section4
6134,34,14,0,RA2,Section4
6135,34,15,0,RA2,Section4
6136,34,16,0,RA2,Section4
6137,34,17,0,RA2,Section4
6138,34,18,0,RA2,Section4
6139,34,19,0,RA2,Section4
6140,34,20,0,RA2,Section4
6141,34,21,0,RA2,Section4
6142,34,22,0.102452690693381,RA2,Section4
6143,34,23,0.282058130912276,RA2,Section4
6144,34,24,0.126221185256531,RA2,Section4
6145,34,25,0.298434258941026,RA2,Section4
6146,34,26,0.828020215449009,RA2,Section4
6147,34,27,0.784793481962215,RA2,Section4
6148,34,28,0.235254077128998,RA2,Section4
6149,34,29,0,RA2,Section4
6150,34,30,0,RA2,Section4
6151,34,31,0,RA2,Section4
6152,34,32,0,RA2,Section4
6153,34,33,0,RA2,Section4
6154,34,34,0,RA2,Section4
6155,34,35,0,RA2,Section4
6156,34,36,0,RA2,Section4
6157,34,37,0,RA2,Section4
6158,34,38,NA,RA2,Section4
6159,34,39,NA,RA2,Section4
6160,34,40,NA,RA2,Section4
6161,35,1,NA,RA2,Section4
6162,35,2,NA,RA2,Section4
6163,35,3,NA,RA2,Section4
6164,35,4,NA,RA2,Section4
6165,35,5,NA,RA2,Section4
6166,35,6,0,RA2,Section4
6167,35,7,0,RA2,Section4
6168,35,8,0,RA2,Section4
6169,35,9,0,RA2,Section4
6170,35,10,0,RA2,Section4
6171,35,11,0,RA2,Section4
6172,35,12,0,RA2,Section4
6173,35,13,0,RA2,Section4
6174,35,14,0,RA2,Section4
6175,35,15,0,RA2,Section4
6176,35,16,0,RA2,Section4
6177,35,17,0,RA2,Section4
6178,35,18,0,RA2,Section4
6179,35,19,0,RA2,Section4
6180,35,20,0,RA2,Section4
6181,35,21,0,RA2,Section4
6182,35,22,0,RA2,Section4
6183,35,23,0.041138935563517,RA2,Section4
6184,35,24,0.315485015546173,RA2,Section4
6185,35,25,0.868494883235227,RA2,Section4
6186,35,26,0.783770175548171,RA2,Section4
6187,35,27,0.235115461133607,RA2,Section4
6188,35,28,0,RA2,Section4
6189,35,29,0,RA2,Section4
6190,35,30,0,RA2,Section4
6191,35,31,0,RA2,Section4
6192,35,32,0,RA2,Section4
6193,35,33,0,RA2,Section4
6194,35,34,0,RA2,Section4
6195,35,35,0,RA2,Section4
6196,35,36,0,RA2,Section4
6197,35,37,NA,RA2,Section4
6198,35,38,NA,RA2,Section4
6199,35,39,NA,RA2,Section4
6200,35,40,NA,RA2,Section4
6201,36,1,NA,RA2,Section4
6202,36,2,NA,RA2,Section4
6203,36,3,NA,RA2,Section4
6204,36,4,NA,RA2,Section4
6205,36,5,NA,RA2,Section4
6206,36,6,NA,RA2,Section4
6207,36,7,0,RA2,Section4
6208,36,8,0,RA2,Section4
6209,36,9,0,RA2,Section4
6210,36,10,0,RA2,Section4
6211,36,11,0,RA2,Section4
6212,36,12,0,RA2,Section4
6213,36,13,0,RA2,Section4
6214,36,14,0,RA2,Section4
6215,36,15,0.256806413954608,RA2,Section4
6216,36,16,0.100641074113603,RA2,Section4
6217,36,17,0,RA2,Section4
6218,36,18,0,RA2,Section4
6219,36,19,0,RA2,Section4
6220,36,20,0,RA2,Section4
6221,36,21,0,RA2,Section4
6222,36,22,0,RA2,Section4
6223,36,23,0,RA2,Section4
6224,36,24,0.592297034525175,RA2,Section4
6225,36,25,0.783432399013064,RA2,Section4
6226,36,26,0.22787337589934,RA2,Section4
6227,36,27,0,RA2,Section4
6228,36,28,0,RA2,Section4
6229,36,29,0,RA2,Section4
6230,36,30,0,RA2,Section4
6231,36,31,0,RA2,Section4
6232,36,32,0,RA2,Section4
6233,36,33,0,RA2,Section4
6234,36,34,0,RA2,Section4
6235,36,35,0,RA2,Section4
6236,36,36,0,RA2,Section4
6237,36,37,NA,RA2,Section4
6238,36,38,NA,RA2,Section4
6239,36,39,NA,RA2,Section4
6240,36,40,NA,RA2,Section4
6241,37,1,NA,RA2,Section4
6242,37,2,NA,RA2,Section4
6243,37,3,NA,RA2,Section4
6244,37,4,NA,RA2,Section4
6245,37,5,NA,RA2,Section4
6246,37,6,NA,RA2,Section4
6247,37,7,NA,RA2,Section4
6248,37,8,0.439430280825473,RA2,Section4
6249,37,9,0.29500976479781,RA2,Section4
6250,37,10,0.150589248770176,RA2,Section4
6251,37,11,0.0061687327425905,RA2,Section4
6252,37,12,0,RA2,Section4
6253,37,13,0,RA2,Section4
6254,37,14,0.504687833195095,RA2,Section4
6255,37,15,0.946195899755973,RA2,Section4
6256,37,16,0.790030559914968,RA2,Section4
6257,37,17,0.516748580772086,RA2,Section4
6258,37,18,0.152508288885715,RA2,Section4
6259,37,19,0,RA2,Section4
6260,37,20,0,RA2,Section4
6261,37,21,0,RA2,Section4
6262,37,22,0,RA2,Section4
6263,37,23,0.00739813140292329,RA2,Section4
6264,37,24,0.326969642096262,RA2,Section4
6265,37,25,0.210822619294192,RA2,Section4
6266,37,26,0,RA2,Section4
6267,37,27,0,RA2,Section4
6268,37,28,0,RA2,Section4
6269,37,29,0,RA2,Section4
6270,37,30,0,RA2,Section4
6271,37,31,0,RA2,Section4
6272,37,32,0,RA2,Section4
6273,37,33,0,RA2,Section4
6274,37,34,0,RA2,Section4
6275,37,35,0,RA2,Section4
6276,37,36,NA,RA2,Section4
6277,37,37,NA,RA2,Section4
6278,37,38,NA,RA2,Section4
6279,37,39,NA,RA2,Section4
6280,37,40,NA,RA2,Section4
6281,38,1,NA,RA2,Section4
6282,38,2,NA,RA2,Section4
6283,38,3,NA,RA2,Section4
6284,38,4,NA,RA2,Section4
6285,38,5,NA,RA2,Section4
6286,38,6,NA,RA2,Section4
6287,38,7,NA,RA2,Section4
6288,38,8,NA,RA2,Section4
6289,38,9,0.93255190689418,RA2,Section4
6290,38,10,0.788131390866555,RA2,Section4
6291,38,11,0.151679352082313,RA2,Section4
6292,38,12,0,RA2,Section4
6293,38,13,0.32616554672415,RA2,Section4
6294,38,14,1.18895583918489,RA2,Section4
6295,38,15,1.34151036173127,RA2,Section4
6296,38,16,1.0724681017249,RA2,Section4
6297,38,17,0.708227809838525,RA2,Section4
6298,38,18,0.343987517952155,RA2,Section4
6299,38,19,0,RA2,Section4
6300,38,20,0,RA2,Section4
6301,38,21,0,RA2,Section4
6302,38,22,0,RA2,Section4
6303,38,23,0,RA2,Section4
6304,38,24,0,RA2,Section4
6305,38,25,0,RA2,Section4
6306,38,26,0,RA2,Section4
6307,38,27,0,RA2,Section4
6308,38,28,0,RA2,Section4
6309,38,29,0,RA2,Section4
6310,38,30,0,RA2,Section4
6311,38,31,0,RA2,Section4
6312,38,32,0,RA2,Section4
6313,38,33,0,RA2,Section4
6314,38,34,0,RA2,Section4
6315,38,35,NA,RA2,Section4
6316,38,36,NA,RA2,Section4
6317,38,37,NA,RA2,Section4
6318,38,38,NA,RA2,Section4
6319,38,39,NA,RA2,Section4
6320,38,40,NA,RA2,Section4
6321,39,1,NA,RA2,Section4
6322,39,2,NA,RA2,Section4
6323,39,3,NA,RA2,Section4
6324,39,4,NA,RA2,Section4
6325,39,5,NA,RA2,Section4
6326,39,6,NA,RA2,Section4
6327,39,7,NA,RA2,Section4
6328,39,8,NA,RA2,Section4
6329,39,9,NA,RA2,Section4
6330,39,10,0.911492226179502,RA2,Section4
6331,39,11,0.0453728048720963,RA2,Section4
6332,39,12,0.261017820020119,RA2,Section4
6333,39,13,0.766752875206829,RA2,Section4
6334,39,14,0.820950865142478,RA2,Section4
6335,39,15,0.613803609729179,RA2,Section4
6336,39,16,0.457783770964169,RA2,Section4
6337,39,17,0.301763932199158,RA2,Section4
6338,39,18,0.145744093434147,RA2,Section4
6339,39,19,0,RA2,Section4
6340,39,20,0,RA2,Section4
6341,39,21,0,RA2,Section4
6342,39,22,0,RA2,Section4
6343,39,23,0,RA2,Section4
6344,39,24,0,RA2,Section4
6345,39,25,0,RA2,Section4
6346,39,26,0,RA2,Section4
6347,39,27,0,RA2,Section4
6348,39,28,0,RA2,Section4
6349,39,29,0,RA2,Section4
6350,39,30,0,RA2,Section4
6351,39,31,0,RA2,Section4
6352,39,32,0,RA2,Section4
6353,39,33,0,RA2,Section4
6354,39,34,NA,RA2,Section4
6355,39,35,NA,RA2,Section4
6356,39,36,NA,RA2,Section4
6357,39,37,NA,RA2,Section4
6358,39,38,NA,RA2,Section4
6359,39,39,NA,RA2,Section4
6360,39,40,NA,RA2,Section4
6361,40,1,NA,RA2,Section4
6362,40,2,NA,RA2,Section4
6363,40,3,NA,RA2,Section4
6364,40,4,NA,RA2,Section4
6365,40,5,NA,RA2,Section4
6366,40,6,NA,RA2,Section4
6367,40,7,NA,RA2,Section4
6368,40,8,NA,RA2,Section4
6369,40,9,NA,RA2,Section4
6370,40,10,NA,RA2,Section4
6371,40,11,NA,RA2,Section4
6372,40,12,NA,RA2,Section4
6373,40,13,NA,RA2,Section4
6374,40,14,NA,RA2,Section4
6375,40,15,NA,RA2,Section4
6376,40,16,NA,RA2,Section4
6377,40,17,NA,RA2,Section4
6378,40,18,NA,RA2,Section4
6379,40,19,NA,RA2,Section4
6380,40,20,NA,RA2,Section4
6381,40,21,NA,RA2,Section4
6382,40,22,NA,RA2,Section4
6383,40,23,NA,RA2,Section4
6384,40,24,NA,RA2,Section4
6385,40,25,NA,RA2,Section4
6386,40,26,NA,RA2,Section4
6387,40,27,NA,RA2,Section4
6388,40,28,NA,RA2,Section4
6389,40,29,NA,RA2,Section4
6390,40,30,NA,RA2,Section4
6391,40,31,NA,RA2,Section4
6392,40,32,NA,RA2,Section4
6393,40,33,NA,RA2,Section4
6394,40,34,NA,RA2,Section4
6395,40,35,NA,RA2,Section4
6396,40,36,NA,RA2,Section4
6397,40,37,NA,RA2,Section4
6398,40,38,NA,RA2,Section4
6399,40,39,NA,RA2,Section4
6400,40,40,NA,RA2,Section4
6401,1,1,NA,RA2,Section5
6402,1,2,NA,RA2,Section5
6403,1,3,NA,RA2,Section5
6404,1,4,NA,RA2,Section5
6405,1,5,NA,RA2,Section5
6406,1,6,NA,RA2,Section5
6407,1,7,NA,RA2,Section5
6408,1,8,NA,RA2,Section5
6409,1,9,NA,RA2,Section5
6410,1,10,NA,RA2,Section5
6411,1,11,NA,RA2,Section5
6412,1,12,NA,RA2,Section5
6413,1,13,NA,RA2,Section5
6414,1,14,NA,RA2,Section5
6415,1,15,NA,RA2,Section5
6416,1,16,NA,RA2,Section5
6417,1,17,NA,RA2,Section5
6418,1,18,NA,RA2,Section5
6419,1,19,NA,RA2,Section5
6420,1,20,NA,RA2,Section5
6421,1,21,NA,RA2,Section5
6422,1,22,NA,RA2,Section5
6423,1,23,NA,RA2,Section5
6424,1,24,NA,RA2,Section5
6425,1,25,NA,RA2,Section5
6426,1,26,NA,RA2,Section5
6427,1,27,NA,RA2,Section5
6428,1,28,NA,RA2,Section5
6429,1,29,NA,RA2,Section5
6430,1,30,NA,RA2,Section5
6431,1,31,NA,RA2,Section5
6432,1,32,NA,RA2,Section5
6433,1,33,NA,RA2,Section5
6434,1,34,NA,RA2,Section5
6435,1,35,NA,RA2,Section5
6436,1,36,NA,RA2,Section5
6437,1,37,NA,RA2,Section5
6438,1,38,NA,RA2,Section5
6439,1,39,NA,RA2,Section5
6440,1,40,NA,RA2,Section5
6441,2,1,NA,RA2,Section5
6442,2,2,NA,RA2,Section5
6443,2,3,NA,RA2,Section5
6444,2,4,NA,RA2,Section5
6445,2,5,NA,RA2,Section5
6446,2,6,NA,RA2,Section5
6447,2,7,NA,RA2,Section5
6448,2,8,NA,RA2,Section5
6449,2,9,NA,RA2,Section5
6450,2,10,NA,RA2,Section5
6451,2,11,NA,RA2,Section5
6452,2,12,NA,RA2,Section5
6453,2,13,NA,RA2,Section5
6454,2,14,NA,RA2,Section5
6455,2,15,NA,RA2,Section5
6456,2,16,NA,RA2,Section5
6457,2,17,NA,RA2,Section5
6458,2,18,NA,RA2,Section5
6459,2,19,NA,RA2,Section5
6460,2,20,NA,RA2,Section5
6461,2,21,0,RA2,Section5
6462,2,22,0,RA2,Section5
6463,2,23,0.106467910539184,RA2,Section5
6464,2,24,0.0457163263199108,RA2,Section5
6465,2,25,0,RA2,Section5
6466,2,26,0,RA2,Section5
6467,2,27,0,RA2,Section5
6468,2,28,0.286565903854969,RA2,Section5
6469,2,29,0.931083759650984,RA2,Section5
6470,2,30,1.09851657028828,RA2,Section5
6471,2,31,0.696393613597913,RA2,Section5
6472,2,32,0.29427065690754,RA2,Section5
6473,2,33,0.164748506916415,RA2,Section5
6474,2,34,0.519459714462497,RA2,Section5
6475,2,35,NA,RA2,Section5
6476,2,36,NA,RA2,Section5
6477,2,37,NA,RA2,Section5
6478,2,38,NA,RA2,Section5
6479,2,39,NA,RA2,Section5
6480,2,40,NA,RA2,Section5
6481,3,1,NA,RA2,Section5
6482,3,2,NA,RA2,Section5
6483,3,3,NA,RA2,Section5
6484,3,4,NA,RA2,Section5
6485,3,5,NA,RA2,Section5
6486,3,6,NA,RA2,Section5
6487,3,7,NA,RA2,Section5
6488,3,8,NA,RA2,Section5
6489,3,9,NA,RA2,Section5
6490,3,10,NA,RA2,Section5
6491,3,11,NA,RA2,Section5
6492,3,12,NA,RA2,Section5
6493,3,13,NA,RA2,Section5
6494,3,14,NA,RA2,Section5
6495,3,15,NA,RA2,Section5
6496,3,16,NA,RA2,Section5
6497,3,17,NA,RA2,Section5
6498,3,18,0,RA2,Section5
6499,3,19,0,RA2,Section5
6500,3,20,0,RA2,Section5
6501,3,21,0,RA2,Section5
6502,3,22,0,RA2,Section5
6503,3,23,0.567401245226125,RA2,Section5
6504,3,24,0.652562754784005,RA2,Section5
6505,3,25,0.101955225020192,RA2,Section5
6506,3,26,0,RA2,Section5
6507,3,27,0,RA2,Section5
6508,3,28,0,RA2,Section5
6509,3,29,0.00877173031701962,RA2,Section5
6510,3,30,0.61106332545203,RA2,Section5
6511,3,31,1.17498113804391,RA2,Section5
6512,3,32,0.550131985457793,RA2,Section5
6513,3,33,0,RA2,Section5
6514,3,34,0.128518403638322,RA2,Section5
6515,3,35,0.821697355653406,RA2,Section5
6516,3,36,NA,RA2,Section5
6517,3,37,NA,RA2,Section5
6518,3,38,NA,RA2,Section5
6519,3,39,NA,RA2,Section5
6520,3,40,NA,RA2,Section5
6521,4,1,NA,RA2,Section5
6522,4,2,NA,RA2,Section5
6523,4,3,NA,RA2,Section5
6524,4,4,NA,RA2,Section5
6525,4,5,NA,RA2,Section5
6526,4,6,NA,RA2,Section5
6527,4,7,NA,RA2,Section5
6528,4,8,NA,RA2,Section5
6529,4,9,NA,RA2,Section5
6530,4,10,NA,RA2,Section5
6531,4,11,NA,RA2,Section5
6532,4,12,NA,RA2,Section5
6533,4,13,NA,RA2,Section5
6534,4,14,0,RA2,Section5
6535,4,15,0,RA2,Section5
6536,4,16,0,RA2,Section5
6537,4,17,0,RA2,Section5
6538,4,18,0,RA2,Section5
6539,4,19,0,RA2,Section5
6540,4,20,0,RA2,Section5
6541,4,21,0,RA2,Section5
6542,4,22,0,RA2,Section5
6543,4,23,0.516991933796529,RA2,Section5
6544,4,24,0.820682818227549,RA2,Section5
6545,4,25,0.278829966189311,RA2,Section5
6546,4,26,0,RA2,Section5
6547,4,27,0,RA2,Section5
6548,4,28,0,RA2,Section5
6549,4,29,0,RA2,Section5
6550,4,30,0.281753336496553,RA2,Section5
6551,4,31,0.72581768804934,RA2,Section5
6552,4,32,0.338498748022536,RA2,Section5
6553,4,33,0,RA2,Section5
6554,4,34,0,RA2,Section5
6555,4,35,0.361036431416367,RA2,Section5
6556,4,36,NA,RA2,Section5
6557,4,37,NA,RA2,Section5
6558,4,38,NA,RA2,Section5
6559,4,39,NA,RA2,Section5
6560,4,40,NA,RA2,Section5
6561,5,1,NA,RA2,Section5
6562,5,2,NA,RA2,Section5
6563,5,3,NA,RA2,Section5
6564,5,4,NA,RA2,Section5
6565,5,5,NA,RA2,Section5
6566,5,6,NA,RA2,Section5
6567,5,7,NA,RA2,Section5
6568,5,8,NA,RA2,Section5
6569,5,9,NA,RA2,Section5
6570,5,10,0,RA2,Section5
6571,5,11,0,RA2,Section5
6572,5,12,0,RA2,Section5
6573,5,13,0,RA2,Section5
6574,5,14,0,RA2,Section5
6575,5,15,0,RA2,Section5
6576,5,16,0,RA2,Section5
6577,5,17,0,RA2,Section5
6578,5,18,0,RA2,Section5
6579,5,19,0,RA2,Section5
6580,5,20,0,RA2,Section5
6581,5,21,0,RA2,Section5
6582,5,22,0,RA2,Section5
6583,5,23,0,RA2,Section5
6584,5,24,0.286792936652025,RA2,Section5
6585,5,25,0.199642754533688,RA2,Section5
6586,5,26,0,RA2,Section5
6587,5,27,0,RA2,Section5
6588,5,28,0.058404656410941,RA2,Section5
6589,5,29,0.140756351768034,RA2,Section5
6590,5,30,0.132375140676534,RA2,Section5
6591,5,31,0.398496631150411,RA2,Section5
6592,5,32,0.261719523138881,RA2,Section5
6593,5,33,0,RA2,Section5
6594,5,34,0,RA2,Section5
6595,5,35,0.199028517643338,RA2,Section5
6596,5,36,0.864548415145575,RA2,Section5
6597,5,37,NA,RA2,Section5
6598,5,38,NA,RA2,Section5
6599,5,39,NA,RA2,Section5
6600,5,40,NA,RA2,Section5
6601,6,1,NA,RA2,Section5
6602,6,2,NA,RA2,Section5
6603,6,3,NA,RA2,Section5
6604,6,4,NA,RA2,Section5
6605,6,5,NA,RA2,Section5
6606,6,6,NA,RA2,Section5
6607,6,7,0,RA2,Section5
6608,6,8,0,RA2,Section5
6609,6,9,0,RA2,Section5
6610,6,10,0,RA2,Section5
6611,6,11,0,RA2,Section5
6612,6,12,0,RA2,Section5
6613,6,13,0,RA2,Section5
6614,6,14,0,RA2,Section5
