x,y,score,sample,section
2597,25,37,0.201343289974969,RA2,Section2
2598,25,38,0,RA2,Section2
2599,25,39,0,RA2,Section2
2600,25,40,NA,RA2,Section2
2601,26,1,NA,RA2,Section2
2602,26,2,NA,RA2,Section2
2603,26,3,0.603196524959261,RA2,Section2
2604,26,4,1.12565625397765,RA2,Section2
2605,26,5,0.315460745745461,RA2,Section2
2606,26,6,0.311000709290642,RA2,Section2
2607,26,7,0.952648552443291,RA2,Section2
2608,26,8,0.506493843695397,RA2,Section2
2609,26,9,0,RA2,Section2
2610,26,10,0,RA2,Section2
2611,26,11,0.419680954400527,RA2,Section2
2612,26,12,0.98550896127034,RA2,Section2
2613,26,13,0.425405484527711,RA2,Section2
2614,26,14,0,RA2,Section2
2615,26,15,0,RA2,Section2
2616,26,16,0,RA2,Section2
2617,26,17,0,RA2,Section2
2618,26,18,0,RA2,Section2
2619,26,19,0,RA2,Section2
2620,26,20,0,RA2,Section2
2621,26,21,0,RA2,Section2
2622,26,22,0,RA2,Section2
2623,26,23,0,RA2,Section2
2624,26,24,0,RA2,Section2
2625,26,25,0,RA2,Section2
2626,26,26,0,RA2,Section2
2627,26,27,0,RA2,Section2
2628,26,28,0,RA2,Section2
2629,26,29,0.0913937411958505,RA2,Section2
2630,26,30,0,RA2,Section2
2631,26,31,0,RA2,Section2
2632,26,32,0,RA2,Section2
2633,26,33,0,RA2,Section2
2634,26,34,0,RA2,Section2
2635,26,35,0,RA2,Section2
2636,26,36,0,RA2,Section2
2637,26,37,0,RA2,Section2
2638,26,38,0,RA2,Section2
2639,26,39,0,RA2,Section2
2640,26,40,NA,RA2,Section2
2641,27,1,NA,RA2,Section2
2642,27,2,NA,RA2,Section2
2643,27,3,NA,RA2,Section2
2644,27,4,0.870465427336094,RA2,Section2
2645,27,5,0.135967682077688,RA2,Section2
2646,27,6,0.472828661422662,RA2,Section2
2647,27,7,1.02213729965966,RA2,Section2
2648,27,8,0.439828017489913,RA2,Section2
2649,27,9,0,RA2,Section2
2650,27,10,0,RA2,Section2
2651,27,11,0.297650593904177,RA2,Section2
2652,27,12,0.395714984511096,RA2,Section2
2653,27,13,0,RA2,Section2
2654,27,14,0,RA2,Section2
2655,27,15,0,RA2,Section2
2656,27,16,0,RA2,Section2
2657,27,17,0,RA2,Section2
2658,27,18,0,RA2,Section2
2659,27,19,0,RA2,Section2
2660,27,20,0,RA2,Section2
2661,27,21,0.00375607868609263,RA2,Section2
2662,27,22,0,RA2,Section2
2663,27,23,0,RA2,Section2
2664,27,24,0,RA2,Section2
2665,27,25,0,RA2,Section2
2666,27,26,0,RA2,Section2
2667,27,27,0,RA2,Section2
2668,27,28,0,RA2,Section2
2669,27,29,0,RA2,Section2
2670,27,30,0,RA2,Section2
2671,27,31,0.174055432401806,RA2,Section2
2672,27,32,0.116213827023144,RA2,Section2
2673,27,33,0,RA2,Section2
2674,27,34,0.00693834571521364,RA2,Section2
2675,27,35,0,RA2,Section2
2676,27,36,0,RA2,Section2
2677,27,37,0,RA2,Section2
2678,27,38,0,RA2,Section2
2679,27,39,0,RA2,Section2
2680,27,40,NA,RA2,Section2
2681,28,1,NA,RA2,Section2
2682,28,2,NA,RA2,Section2
2683,28,3,NA,RA2,Section2
2684,28,4,0.559089682999928,RA2,Section2
2685,28,5,0.0888354034584274,RA2,Section2
2686,28,6,0.436350444493342,RA2,Section2
2687,28,7,0.439049247302648,RA2,Section2
2688,28,8,0,RA2,Section2
2689,28,9,0,RA2,Section2
2690,28,10,0,RA2,Section2
2691,28,11,0,RA2,Section2
2692,28,12,0,RA2,Section2
2693,28,13,0,RA2,Section2
2694,28,14,0,RA2,Section2
2695,28,15,0,RA2,Section2
2696,28,16,0,RA2,Section2
2697,28,17,0,RA2,Section2
2698,28,18,0,RA2,Section2
2699,28,19,0,RA2,Section2
2700,28,20,0.618342846793377,RA2,Section2
2701,28,21,0.884012322586,RA2,Section2
2702,28,22,0.336912587517059,RA2,Section2
2703,28,23,0.243628414911574,RA2,Section2
2704,28,24,0,RA2,Section2
2705,28,25,0,RA2,Section2
2706,28,26,0,RA2,Section2
2707,28,27,0,RA2,Section2
2708,28,28,0,RA2,Section2
2709,28,29,0,RA2,Section2
2710,28,30,0.360030394425248,RA2,Section2
2711,28,31,0.509260445042883,RA2,Section2
2712,28,32,0.0724316964071844,RA2,Section2
2713,28,33,0.0402270790297395,RA2,Section2
2714,28,34,0.488897037702437,RA2,Section2
2715,28,35,0.333921660350934,RA2,Section2
2716,28,36,0,RA2,Section2
2717,28,37,0,RA2,Section2
2718,28,38,0,RA2,Section2
2719,28,39,NA,RA2,Section2
2720,28,40,NA,RA2,Section2
2721,29,1,NA,RA2,Section2
2722,29,2,NA,RA2,Section2
2723,29,3,NA,RA2,Section2
2724,29,4,0.707200204451028,RA2,Section2
2725,29,5,0.170367682792898,RA2,Section2
2726,29,6,0.0620863158370698,RA2,Section2
2727,29,7,0,RA2,Section2
2728,29,8,0,RA2,Section2
2729,29,9,0,RA2,Section2
2730,29,10,0,RA2,Section2
2731,29,11,0,RA2,Section2
2732,29,12,0,RA2,Section2
2733,29,13,0,RA2,Section2
2734,29,14,0,RA2,Section2
2735,29,15,0,RA2,Section2
2736,29,16,0,RA2,Section2
2737,29,17,0,RA2,Section2
2738,29,18,0,RA2,Section2
2739,29,19,0.479429594557601,RA2,Section2
2740,29,20,1.61223287096149,RA2,Section2
2741,29,21,1.35971353706055,RA2,Section2
2742,29,22,0.666620629372142,RA2,Section2
2743,29,23,0.296774991030516,RA2,Section2
2744,29,24,0,RA2,Section2
2745,29,25,0,RA2,Section2
2746,29,26,0,RA2,Section2
2747,29,27,0,RA2,Section2
2748,29,28,0,RA2,Section2
2749,29,29,0.133900050742028,RA2,Section2
2750,29,30,0.564278949478987,RA2,Section2
2751,29,31,0.349630301089883,RA2,Section2
2752,29,32,0.0402159157437751,RA2,Section2
2753,29,33,0.584048013254461,RA2,Section2
2754,29,34,0.892463008350565,RA2,Section2
2755,29,35,0.271704790566533,RA2,Section2
2756,29,36,0,RA2,Section2
2757,29,37,0,RA2,Section2
2758,29,38,0,RA2,Section2
2759,29,39,NA,RA2,Section2
2760,29,40,NA,RA2,Section2
2761,30,1,NA,RA2,Section2
2762,30,2,NA,RA2,Section2
2763,30,3,NA,RA2,Section2
2764,30,4,NA,RA2,Section2
2765,30,5,0.529089686184275,RA2,Section2
2766,30,6,0.347875000459292,RA2,Section2
2767,30,7,0,RA2,Section2
2768,30,8,0,RA2,Section2
2769,30,9,0,RA2,Section2
2770,30,10,0,RA2,Section2
2771,30,11,0,RA2,Section2
2772,30,12,0,RA2,Section2
2773,30,13,0,RA2,Section2
2774,30,14,0,RA2,Section2
2775,30,15,0,RA2,Section2
2776,30,16,0,RA2,Section2
2777,30,17,0,RA2,Section2
2778,30,18,0,RA2,Section2
2779,30,19,0.593063374825804,RA2,Section2
2780,30,20,1.03228836298466,RA2,Section2
2781,30,21,0.620659902418756,RA2,Section2
2782,30,22,0.785655080088584,RA2,Section2
2783,30,23,0.30140900034396,RA2,Section2
2784,30,24,0.107229366798594,RA2,Section2
2785,30,25,0.0538231243249816,RA2,Section2
2786,30,26,0.000711499028314818,RA2,Section2
2787,30,27,0,RA2,Section2
2788,30,28,0,RA2,Section2
2789,30,29,0.168732724997164,RA2,Section2
2790,30,30,0.225123693401293,RA2,Section2
2791,30,31,0.0434788884268226,RA2,Section2
2792,30,32,0.541850555755733,RA2,Section2
2793,30,33,0.931776302154341,RA2,Section2
2794,30,34,0.424065116769992,RA2,Section2
2795,30,35,0,RA2,Section2
2796,30,36,0,RA2,Section2
2797,30,37,0,RA2,Section2
2798,30,38,0,RA2,Section2
2799,30,39,NA,RA2,Section2
2800,30,40,NA,RA2,Section2
2801,31,1,NA,RA2,Section2
2802,31,2,NA,RA2,Section2
2803,31,3,NA,RA2,Section2
2804,31,4,NA,RA2,Section2
2805,31,5,0.811927199565101,RA2,Section2
2806,31,6,0.296183437518906,RA2,Section2
2807,31,7,0,RA2,Section2
2808,31,8,0,RA2,Section2
2809,31,9,0,RA2,Section2
2810,31,10,0,RA2,Section2
2811,31,11,0,RA2,Section2
2812,31,12,0,RA2,Section2
2813,31,13,0,RA2,Section2
2814,31,14,0,RA2,Section2
2815,31,15,0,RA2,Section2
2816,31,16,0,RA2,Section2
2817,31,17,0,RA2,Section2
2818,31,18,0,RA2,Section2
2819,31,19,0.005672889358042,RA2,Section2
2820,31,20,0.152032119084754,RA2,Section2
2821,31,21,0.527159617390593,RA2,Section2
2822,31,22,0.841721652022283,RA2,Section2
2823,31,23,0.562699105382197,RA2,Section2
2824,31,24,0.428433424024165,RA2,Section2
2825,31,25,0.604715477294105,RA2,Section2
2826,31,26,0.548915681741789,RA2,Section2
2827,31,27,0.235152756522898,RA2,Section2
2828,31,28,0.178823241439467,RA2,Section2
2829,31,29,0,RA2,Section2
2830,31,30,0.0503656710001627,RA2,Section2
2831,31,31,0.549196776717161,RA2,Section2
2832,31,32,0.882908324440416,RA2,Section2
2833,31,33,0.392664654943549,RA2,Section2
2834,31,34,0,RA2,Section2
2835,31,35,0,RA2,Section2
2836,31,36,0,RA2,Section2
2837,31,37,0,RA2,Section2
2838,31,38,NA,RA2,Section2
2839,31,39,NA,RA2,Section2
2840,31,40,NA,RA2,Section2
2841,32,1,NA,RA2,Section2
2842,32,2,NA,RA2,Section2
2843,32,3,NA,RA2,Section2
2844,32,4,NA,RA2,Section2
2845,32,5,0.497226076668705,RA2,Section2
2846,32,6,0.24449187457852,RA2,Section2
2847,32,7,0,RA2,Section2
2848,32,8,0,RA2,Section2
2849,32,9,0,RA2,Section2
2850,32,10,0,RA2,Section2
2851,32,11,0,RA2,Section2
2852,32,12,0,RA2,Section2
2853,32,13,0,RA2,Section2
2854,32,14,0,RA2,Section2
2855,32,15,0,RA2,Section2
2856,32,16,0,RA2,Section2
2857,32,17,0,RA2,Section2
2858,32,18,0.600955619033193,RA2,Section2
2859,32,19,0.742864999674865,RA2,Section2
2860,32,20,0.0224820065410111,RA2,Section2
2861,32,21,0.622138251673102,RA2,Section2
2862,32,22,0.715362806171199,RA2,Section2
2863,32,23,0.60682498376361,RA2,Section2
2864,32,24,0.839971248659862,RA2,Section2
2865,32,25,1.18222349347574,RA2,Section2
2866,32,26,0.806257728290107,RA2,Section2
2867,32,27,0.505181071732031,RA2,Section2
2868,32,28,0.142469688200925,RA2,Section2
2869,32,29,0.0538816159097761,RA2,Section2
2870,32,30,0.589005163204404,RA2,Section2
2871,32,31,0.913461113444648,RA2,Section2
2872,32,32,0.383023942222686,RA2,Section2
2873,32,33,0,RA2,Section2
2874,32,34,0,RA2,Section2
2875,32,35,0,RA2,Section2
2876,32,36,0,RA2,Section2
2877,32,37,NA,RA2,Section2
2878,32,38,NA,RA2,Section2
2879,32,39,NA,RA2,Section2
2880,32,40,NA,RA2,Section2
2881,33,1,NA,RA2,Section2
2882,33,2,NA,RA2,Section2
2883,33,3,NA,RA2,Section2
2884,33,4,NA,RA2,Section2
2885,33,5,NA,RA2,Section2
2886,33,6,0.192800311638133,RA2,Section2
2887,33,7,0,RA2,Section2
2888,33,8,0,RA2,Section2
2889,33,9,0,RA2,Section2
2890,33,10,0,RA2,Section2
2891,33,11,0,RA2,Section2
2892,33,12,0,RA2,Section2
2893,33,13,0,RA2,Section2
2894,33,14,0,RA2,Section2
2895,33,15,0,RA2,Section2
2896,33,16,0,RA2,Section2
2897,33,17,0.490972571408939,RA2,Section2
2898,33,18,1.44515887152621,RA2,Section2
2899,33,19,0.830384869603562,RA2,Section2
2900,33,20,0.0825838842929812,RA2,Section2
2901,33,21,0.237725913720533,RA2,Section2
2902,33,22,0.231150656115291,RA2,Section2
2903,33,23,0.270821547849039,RA2,Section2
2904,33,24,0.548071024902452,RA2,Section2
2905,33,25,0.617199248377388,RA2,Section2
2906,33,26,0.37790736371181,RA2,Section2
2907,33,27,0.282006044118803,RA2,Section2
2908,33,28,0.0934447309693184,RA2,Section2
2909,33,29,0.691649830714627,RA2,Section2
2910,33,30,1.0106880536626,RA2,Section2
2911,33,31,0.409145768499258,RA2,Section2
2912,33,32,0,RA2,Section2
2913,33,33,0,RA2,Section2
2914,33,34,0,RA2,Section2
2915,33,35,0,RA2,Section2
2916,33,36,NA,RA2,Section2
2917,33,37,NA,RA2,Section2
2918,33,38,NA,RA2,Section2
2919,33,39,NA,RA2,Section2
2920,33,40,NA,RA2,Section2
2921,34,1,NA,RA2,Section2
2922,34,2,NA,RA2,Section2
2923,34,3,NA,RA2,Section2
2924,34,4,NA,RA2,Section2
2925,34,5,NA,RA2,Section2
2926,34,6,0.141108748697744,RA2,Section2
2927,34,7,0,RA2,Section2
2928,34,8,0,RA2,Section2
2929,34,9,0,RA2,Section2
2930,34,10,0,RA2,Section2
2931,34,11,0,RA2,Section2
2932,34,12,0,RA2,Section2
2933,34,13,0,RA2,Section2
2934,34,14,0,RA2,Section2
2935,34,15,0,RA2,Section2
2936,34,16,0,RA2,Section2
2937,34,17,0.587492311584196,RA2,Section2
2938,34,18,1.41205797095225,RA2,Section2
2939,34,19,0.606055310512197,RA2,Section2
2940,34,20,0,RA2,Section2
2941,34,21,0,RA2,Section2
2942,34,22,0,RA2,Section2
2943,34,23,0,RA2,Section2
2944,34,24,0.00516065440006596,RA2,Section2
2945,34,25,0.0494740387981246,RA2,Section2
2946,34,26,0.0962970700944878,RA2,Section2
2947,34,27,0.0991687812859485,RA2,Section2
2948,34,28,0.970363919170637,RA2,Section2
2949,34,29,1.35724413501455,RA2,Section2
2950,34,30,0.871831843583415,RA2,Section2
2951,34,31,0.346821920546146,RA2,Section2
2952,34,32,0,RA2,Section2
2953,34,33,0,RA2,Section2
2954,34,34,NA,RA2,Section2
2955,34,35,NA,RA2,Section2
2956,34,36,NA,RA2,Section2
2957,34,37,NA,RA2,Section2
2958,34,38,NA,RA2,Section2
2959,34,39,NA,RA2,Section2
2960,34,40,NA,RA2,Section2
2961,35,1,NA,RA2,Section2
2962,35,2,NA,RA2,Section2
2963,35,3,NA,RA2,Section2
2964,35,4,NA,RA2,Section2
2965,35,5,NA,RA2,Section2
2966,35,6,0.0515998258949394,RA2,Section2
2967,35,7,0,RA2,Section2
2968,35,8,0,RA2,Section2
2969,35,9,0,RA2,Section2
2970,35,10,0,RA2,Section2
2971,35,11,0,RA2,Section2
2972,35,12,0,RA2,Section2
2973,35,13,0,RA2,Section2
2974,35,14,0,RA2,Section2
2975,35,15,0.131499171326413,RA2,Section2
2976,35,16,0.0621729232460722,RA2,Section2
2977,35,17,0.544422402402569,RA2,Section2
2978,35,18,1.29119059743703,RA2,Section2
2979,35,19,0.504793459162799,RA2,Section2
2980,35,20,0,RA2,Section2
2981,35,21,0,RA2,Section2
2982,35,22,0,RA2,Section2
2983,35,23,0,RA2,Section2
2984,35,24,0,RA2,Section2
2985,35,25,0,RA2,Section2
2986,35,26,0,RA2,Section2
2987,35,27,0.594142952335259,RA2,Section2
2988,35,28,1.43380098398835,RA2,Section2
2989,35,29,1.17067854322496,RA2,Section2
2990,35,30,0.732975633504226,RA2,Section2
2991,35,31,0.247563342073092,RA2,Section2
2992,35,32,0,RA2,Section2
2993,35,33,NA,RA2,Section2
2994,35,34,NA,RA2,Section2
2995,35,35,NA,RA2,Section2
2996,35,36,NA,RA2,Section2
2997,35,37,NA,RA2,Section2
2998,35,38,NA,RA2,Section2
2999,35,39,NA,RA2,Section2
3000,35,40,NA,RA2,Section2
3001,36,1,NA,RA2,Section2
3002,36,2,NA,RA2,Section2
3003,36,3,NA,RA2,Section2
3004,36,4,NA,RA2,Section2
3005,36,5,NA,RA2,Section2
3006,36,6,NA,RA2,Section2
3007,36,7,0.333405363750972,RA2,Section2
3008,36,8,0.216431311064918,RA2,Section2
3009,36,9,0.0994572583787995,RA2,Section2
3010,36,10,0,RA2,Section2
3011,36,11,0,RA2,Section2
3012,36,12,0,RA2,Section2
3013,36,13,0,RA2,Section2
3014,36,14,0.347420367236014,RA2,Section2
3015,36,15,0.548451780689157,RA2,Section2
3016,36,16,0.584389938919761,RA2,Section2
3017,36,17,1.14231167795998,RA2,Section2
3018,36,18,0.70751219416379,RA2,Section2
3019,36,19,0.0432465956545054,RA2,Section2
3020,36,20,0,RA2,Section2
3021,36,21,0,RA2,Section2
3022,36,22,0,RA2,Section2
3023,36,23,0,RA2,Section2
3024,36,24,0,RA2,Section2
3025,36,25,0,RA2,Section2
3026,36,26,0,RA2,Section2
3027,36,27,0.528007801808926,RA2,Section2
3028,36,28,0.657142025713836,RA2,Section2
3029,36,29,0.732218949124303,RA2,Section2
3030,36,30,0.296621380181956,RA2,Section2
3031,36,31,0,RA2,Section2
3032,36,32,NA,RA2,Section2
3033,36,33,NA,RA2,Section2
3034,36,34,NA,RA2,Section2
3035,36,35,NA,RA2,Section2
3036,36,36,NA,RA2,Section2
3037,36,37,NA,RA2,Section2
3038,36,38,NA,RA2,Section2
3039,36,39,NA,RA2,Section2
3040,36,40,NA,RA2,Section2
3041,37,1,NA,RA2,Section2
3042,37,2,NA,RA2,Section2
3043,37,3,NA,RA2,Section2
3044,37,4,NA,RA2,Section2
3045,37,5,NA,RA2,Section2
3046,37,6,NA,RA2,Section2
3047,37,7,NA,RA2,Section2
3048,37,8,NA,RA2,Section2
3049,37,9,0.80298064015285,RA2,Section2
3050,37,10,0.686006587466769,RA2,Section2
3051,37,11,0.0281717544237945,RA2,Section2
3052,37,12,0,RA2,Section2
3053,37,13,0.151901046576754,RA2,Section2
3054,37,14,0.688932047348249,RA2,Section2
3055,37,15,0.934926433207566,RA2,Section2
3056,37,16,1.132663950186,RA2,Section2
3057,37,17,0.644305979628291,RA2,Section2
3058,37,18,0.0388821432555837,RA2,Section2
3059,37,19,0,RA2,Section2
3060,37,20,0,RA2,Section2
3061,37,21,0,RA2,Section2
3062,37,22,0,RA2,Section2
3063,37,23,0,RA2,Section2
3064,37,24,0,RA2,Section2
3065,37,25,0,RA2,Section2
3066,37,26,0,RA2,Section2
3067,37,27,0,RA2,Section2
3068,37,28,0,RA2,Section2
3069,37,29,0.00961729134415635,RA2,Section2
3070,37,30,NA,RA2,Section2
3071,37,31,NA,RA2,Section2
3072,37,32,NA,RA2,Section2
3073,37,33,NA,RA2,Section2
3074,37,34,NA,RA2,Section2
3075,37,35,NA,RA2,Section2
3076,37,36,NA,RA2,Section2
3077,37,37,NA,RA2,Section2
3078,37,38,NA,RA2,Section2
3079,37,39,NA,RA2,Section2
3080,37,40,NA,RA2,Section2
3081,38,1,NA,RA2,Section2
3082,38,2,NA,RA2,Section2
3083,38,3,NA,RA2,Section2
3084,38,4,NA,RA2,Section2
3085,38,5,NA,RA2,Section2
3086,38,6,NA,RA2,Section2
3087,38,7,NA,RA2,Section2
3088,38,8,NA,RA2,Section2
3089,38,9,NA,RA2,Section2
3090,38,10,0.843484154715063,RA2,Section2
3091,38,11,0,RA2,Section2
3092,38,12,0,RA2,Section2
3093,38,13,0.20572617025286,RA2,Section2
3094,38,14,0.359245922916293,RA2,Section2
3095,38,15,0.532988108087088,RA2,Section2
3096,38,16,0.629252025791934,RA2,Section2
3097,38,17,0.031083065705395,RA2,Section2
3098,38,18,0,RA2,Section2
3099,38,19,0.00737702571174786,RA2,Section2
3100,38,20,0.170341505059772,RA2,Section2
3101,38,21,0.0331483590437299,RA2,Section2
3102,38,22,0,RA2,Section2
3103,38,23,0,RA2,Section2
3104,38,24,0,RA2,Section2
3105,38,25,0,RA2,Section2
3106,38,26,0,RA2,Section2
3107,38,27,0,RA2,Section2
3108,38,28,NA,RA2,Section2
3109,38,29,NA,RA2,Section2
3110,38,30,NA,RA2,Section2
3111,38,31,NA,RA2,Section2
3112,38,32,NA,RA2,Section2
3113,38,33,NA,RA2,Section2
3114,38,34,NA,RA2,Section2
3115,38,35,NA,RA2,Section2
3116,38,36,NA,RA2,Section2
3117,38,37,NA,RA2,Section2
3118,38,38,NA,RA2,Section2
3119,38,39,NA,RA2,Section2
3120,38,40,NA,RA2,Section2
3121,39,1,NA,RA2,Section2
3122,39,2,NA,RA2,Section2
3123,39,3,NA,RA2,Section2
3124,39,4,NA,RA2,Section2
3125,39,5,NA,RA2,Section2
3126,39,6,NA,RA2,Section2
3127,39,7,NA,RA2,Section2
3128,39,8,NA,RA2,Section2
3129,39,9,NA,RA2,Section2
3130,39,10,NA,RA2,Section2
3131,39,11,NA,RA2,Section2
3132,39,12,NA,RA2,Section2
3133,39,13,NA,RA2,Section2
3134,39,14,NA,RA2,Section2
3135,39,15,0.0148607878350857,RA2,Section2
3136,39,16,0.0271528908495859,RA2,Section2
3137,39,17,0,RA2,Section2
3138,39,18,0.0113955377683523,RA2,Section2
3139,39,19,0.623009337709274,RA2,Section2
3140,39,20,0.665032856568283,RA2,Section2
3141,39,21,0,RA2,Section2
3142,39,22,0,RA2,Section2
3143,39,23,0,RA2,Section2
3144,39,24,0,RA2,Section2
3145,39,25,NA,RA2,Section2
3146,39,26,NA,RA2,Section2
3147,39,27,NA,RA2,Section2
3148,39,28,NA,RA2,Section2
3149,39,29,NA,RA2,Section2
3150,39,30,NA,RA2,Section2
3151,39,31,NA,RA2,Section2
3152,39,32,NA,RA2,Section2
3153,39,33,NA,RA2,Section2
3154,39,34,NA,RA2,Section2
3155,39,35,NA,RA2,Section2
3156,39,36,NA,RA2,Section2
3157,39,37,NA,RA2,Section2
3158,39,38,NA,RA2,Section2
3159,39,39,NA,RA2,Section2
3160,39,40,NA,RA2,Section2
3161,40,1,NA,RA2,Section2
3162,40,2,NA,RA2,Section2
3163,40,3,NA,RA2,Section2
3164,40,4,NA,RA2,Section2
3165,40,5,NA,RA2,Section2
3166,40,6,NA,RA2,Section2
3167,40,7,NA,RA2,Section2
3168,40,8,NA,RA2,Section2
3169,40,9,NA,RA2,Section2
3170,40,10,NA,RA2,Section2
3171,40,11,NA,RA2,Section2
3172,40,12,NA,RA2,Section2
3173,40,13,NA,RA2,Section2
3174,40,14,NA,RA2,Section2
3175,40,15,NA,RA2,Section2
3176,40,16,NA,RA2,Section2
3177,40,17,NA,RA2,Section2
3178,40,18,NA,RA2,Section2
3179,40,19,NA,RA2,Section2
3180,40,20,NA,RA2,Section2
3181,40,21,NA,RA2,Section2
3182,40,22,NA,RA2,Section2
3183,40,23,NA,RA2,Section2
3184,40,24,NA,RA2,Section2
3185,40,25,NA,RA2,Section2
3186,40,26,NA,RA2,Section2
3187,40,27,NA,RA2,Section2
3188,40,28,NA,RA2,Section2
3189,40,29,NA,RA2,Section2
3190,40,30,NA,RA2,Section2
3191,40,31,NA,RA2,Section2
3192,40,32,NA,RA2,Section2
3193,40,33,NA,RA2,Section2
3194,40,34,NA,RA2,Section2
3195,40,35,NA,RA2,Section2
3196,40,36,NA,RA2,Section2
3197,40,37,NA,RA2,Section2
3198,40,38,NA,RA2,Section2
3199,40,39,NA,RA2,Section2
3200,40,40,NA,RA2,Section2
3201,1,1,NA,RA2,Section3
3202,1,2,NA,RA2,Section3
3203,1,3,NA,RA2,Section3
3204,1,4,NA,RA2,Section3
3205,1,5,NA,RA2,Section3
3206,1,6,NA,RA2,Section3
3207,1,7,NA,RA2,Section3
3208,1,8,NA,RA2,Section3
3209,1,9,NA,RA2,Section3
3210,1,10,NA,RA2,Section3
3211,1,11,NA,RA2,Section3
3212,1,12,NA,RA2,Section3
3213,1,13,NA,RA2,Section3
3214,1,14,NA,RA2,Section3
3215,1,15,NA,RA2,Section3
3216,1,16,NA,RA2,Section3
3217,1,17,NA,RA2,Section3
3218,1,18,NA,RA2,Section3
3219,1,19,NA,RA2,Section3
3220,1,20,NA,RA2,Section3
3221,1,21,NA,RA2,Section3
3222,1,22,NA,RA2,Section3
3223,1,23,NA,RA2,Section3
3224,1,24,NA,RA2,Section3
3225,1,25,NA,RA2,Section3
3226,1,26,NA,RA2,Section3
3227,1,27,NA,RA2,Section3
3228,1,28,NA,RA2,Section3
3229,1,29,NA,RA2,Section3
3230,1,30,NA,RA2,Section3
3231,1,31,NA,RA2,Section3
3232,1,32,NA,RA2,Section3
3233,1,33,NA,RA2,Section3
3234,1,34,NA,RA2,Section3
3235,1,35,NA,RA2,Section3
3236,1,36,NA,RA2,Section3
3237,1,37,NA,RA2,Section3
3238,1,38,NA,RA2,Section3
3239,1,39,NA,RA2,Section3
3240,1,40,NA,RA2,Section3
3241,2,1,NA,RA2,Section3
3242,2,2,NA,RA2,Section3
3243,2,3,NA,RA2,Section3
3244,2,4,NA,RA2,Section3
3245,2,5,NA,RA2,Section3
3246,2,6,NA,RA2,Section3
3247,2,7,NA,RA2,Section3
3248,2,8,NA,RA2,Section3
3249,2,9,NA,RA2,Section3
3250,2,10,NA,RA2,Section3
3251,2,11,NA,RA2,Section3
3252,2,12,NA,RA2,Section3
3253,2,13,NA,RA2,Section3
3254,2,14,NA,RA2,Section3
3255,2,15,NA,RA2,Section3
3256,2,16,NA,RA2,Section3
3257,2,17,NA,RA2,Section3
3258,2,18,NA,RA2,Section3
3259,2,19,NA,RA2,Section3
3260,2,20,NA,RA2,Section3
3261,2,21,NA,RA2,Section3
3262,2,22,NA,RA2,Section3
3263,2,23,0,RA2,Section3
3264,2,24,0,RA2,Section3
3265,2,25,0,RA2,Section3
3266,2,26,0,RA2,Section3
3267,2,27,0,RA2,Section3
3268,2,28,0,RA2,Section3
3269,2,29,0,RA2,Section3
3270,2,30,0,RA2,Section3
3271,2,31,0,RA2,Section3
3272,2,32,0,RA2,Section3
3273,2,33,0,RA2,Section3
3274,2,34,0,RA2,Section3
3275,2,35,0,RA2,Section3
3276,2,36,0,RA2,Section3
3277,2,37,0,RA2,Section3
3278,2,38,NA,RA2,Section3
3279,2,39,NA,RA2,Section3
3280,2,40,NA,RA2,Section3
3281,3,1,NA,RA2,Section3
3282,3,2,NA,RA2,Section3
3283,3,3,NA,RA2,Section3
3284,3,4,NA,RA2,Section3
3285,3,5,NA,RA2,Section3
3286,3,6,NA,RA2,Section3
3287,3,7,NA,RA2,Section3
3288,3,8,NA,RA2,Section3
3289,3,9,0.840449310152207,RA2,Section3
3290,3,10,0.351148101933775,RA2,Section3
3291,3,11,0.0523713036071205,RA2,Section3
3292,3,12,0.0720594200850406,RA2,Section3
3293,3,13,0,RA2,Section3
3294,3,14,0,RA2,Section3
3295,3,15,0,RA2,Section3
3296,3,16,0,RA2,Section3
3297,3,17,0,RA2,Section3
3298,3,18,0,RA2,Section3
3299,3,19,0,RA2,Section3
3300,3,20,0,RA2,Section3
3301,3,21,0,RA2,Section3
3302,3,22,0,RA2,Section3
3303,3,23,0,RA2,Section3
3304,3,24,0,RA2,Section3
3305,3,25,0,RA2,Section3
3306,3,26,0,RA2,Section3
3307,3,27,0,RA2,Section3
3308,3,28,0,RA2,Section3
3309,3,29,0,RA2,Section3
3310,3,30,0,RA2,Section3
3311,3,31,0,RA2,Section3
3312,3,32,0,RA2,Section3
3313,3,33,0,RA2,Section3
3314,3,34,0,RA2,Section3
3315,3,35,0,RA2,Section3
3316,3,36,0,RA2,Section3
3317,3,37,0,RA2,Section3
3318,3,38,0,RA2,Section3
3319,3,39,NA,RA2,Section3
3320,3,40,NA,RA2,Section3
3321,4,1,NA,RA2,Section3
3322,4,2,NA,RA2,Section3
3323,4,3,NA,RA2,Section3
3324,4,4,NA,RA2,Section3
3325,4,5,0,RA2,Section3
3326,4,6,0,RA2,Section3
3327,4,7,0,RA2,Section3
3328,4,8,0.215954043614253,RA2,Section3
3329,4,9,0.564708768504544,RA2,Section3
3330,4,10,0.37346468158901,RA2,Section3
3331,4,11,0.081956903886298,RA2,Section3
3332,4,12,0.349697981327376,RA2,Section3
3333,4,13,0.285223918174616,RA2,Section3
3334,4,14,0,RA2,Section3
